¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(408.81, 14.08, 246.33) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 19.64872
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174903
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440489
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724903
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033203
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368425
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734195
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13485
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575466
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0624
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59157
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15508
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.99304
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.89379
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.87117
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.85027
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.84634
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.22738
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.20155
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.17765
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.39553
(408.06, 14.01, 246.40) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.13138
(408.06, 14.01, 246.40) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.56724
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64664
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06994
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26008
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46348
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681599
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916038
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168604
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435889
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719914
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027787
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362507
í(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727752
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127728
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56767
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05374
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58626
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1482
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.99948
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.89865
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.87603
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.85511
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.83589
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.13594
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.06284
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.03935
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.01774
(408.06, 14.01, 246.40) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.24719
(408.06, 14.01, 246.40) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.72381
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53788
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065619
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255443
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458522
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676283
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910283
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162395
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431396
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715073
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022535
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356804
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721493
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120882
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560126
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04538
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58134
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14179
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.00768
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.90516
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.88251
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.86158
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.84234
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.31702
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.16065
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.14832
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.13783
(408.06, 14.01, 246.40) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.42705
(408.06, 14.01, 246.40) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.88602
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43314
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.42749
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.41379
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.40374
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061339
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250875
Ü(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45363
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671009
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904641
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156319
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427087
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710405
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017476
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351287
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715481
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114285
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55287
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03733
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57527
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1359
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.01764
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.91331
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.89064
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.86969
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.85044
(408.06, 14.01, 246.40) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 13.1092
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.32995
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.31743
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.30678
(408.06, 14.01, 246.40) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.61392
(408.06, 14.01, 246.40) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 15.05412
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33231
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.25153
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.23803
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.22815
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057154
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246409
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448876
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6659
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89912
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150358
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42177
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70591
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012583
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345993
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709683
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107932
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545874
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02961
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56665
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13041
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.02937
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.92311
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.90042
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.87945
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.86017
(408.06, 14.01, 246.40) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 13.72081
ä(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.59785
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.49321
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.48238
(408.06, 14.01, 246.40) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.80816
(408.06, 14.01, 246.40) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 15.22836
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23535
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.08167
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.06835
(408.06, 14.01, 246.40) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.05863
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05304
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242035
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444186
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660897
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893708
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144559
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415474
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70159
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007908
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340879
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704092
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101851
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539134
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02217
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.00899
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.98006
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.952782
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.927129
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.991488
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.02474
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.87155
(408.06, 14.01, 246.40) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 14.3556
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.79947
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.676
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.66499
(408.06, 14.01, 246.40) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 13.29827
(408.06, 14.01, 246.40) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 15.40901
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14216
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.97241
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.953196
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.934751
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049045
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237756
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439605
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655967
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888434
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138848
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409288
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697445
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0034
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335979
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698746
ú(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095956
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532673
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01502
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.868332
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.839919
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.81313
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.787945
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.0906
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.12467
(408.06, 14.01, 246.40) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.88459
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.416754
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.398915
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.381766
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.365287
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.349467
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.334289
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.319742
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.305814
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.292489
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.279761
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045122
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233552
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435084
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651148
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883247
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133265
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403263
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693447
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999082
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3313
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693641
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090366
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526501
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00817
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.912745
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.762735
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.74148
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.721767
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.70358
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.942532
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.927958
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.91396
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.900526
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.887644
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.875304
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.863495
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.852205
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.841427
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.831151
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.821369
(408.06, 14.01, 246.40) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 2.812073
ä(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040724
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229434
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430697
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64643
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878201
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127797
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397369
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689322
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994956
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326797
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688718
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084988
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520567
(408.06, 14.01, 246.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00161
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 10.03892
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.949426
(408.06, 14.01, 246.40) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.851607
