¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.952417
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438736
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786212
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1633
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6028
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32767
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.57849
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.57006
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.59899
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58229
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.5675
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55462
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54363
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.53454
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52732
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52198
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51852
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51692
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51719
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51934
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20391
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417706
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647844
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89612
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164795
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456396
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773941
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044022
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285026
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542273
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817862
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125332
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445776
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791506
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16899
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61153
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33766
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.57342
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.56341
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58257
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.56403
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54742
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.53272
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51992
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50901
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49998
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49283
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48755
—(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48414
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48259
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48291
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20514
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419046
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649281
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897678
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166461
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458198
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775908
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046228
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287436
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544849
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824625
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132618
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453411
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797364
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17529
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62043
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35758
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.78796
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76522
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.74446
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.72567
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.70882
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.69391
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.68093
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.66986
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6607
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.65344
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.64808
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6446
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.64302
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.64332
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206398
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420387
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650689
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899226
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168136
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46001
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777912
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048896
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290218
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547838
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831869
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140369
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461626
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804649
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18227
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62956
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39361
¤(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95664
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93359
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91253
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89347
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.87638
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.86126
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.84808
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83685
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82755
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82017
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81472
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81118
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80955
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80984
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207622
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421726
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652132
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900783
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169819
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461854
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779913
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051943
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293503
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551908
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839575
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148653
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470385
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81411
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18987
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63891
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42984
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.13183
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10843
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.08708
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.06773
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05039
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03504
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02167
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01026
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00082
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.99332
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98777
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98417
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9825
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98277
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208878
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423086
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653588
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902329
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171515
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463713
œ(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781931
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05539
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297161
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559557
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847725
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157429
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479706
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82417
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19811
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64841
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46618
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.31382
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.29008
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.26841
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.24878
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.23118
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21559
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.20201
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.19042
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.18083
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1732
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16756
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16388
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16217
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16242
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210139
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424444
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655059
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903906
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173257
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465581
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78395
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059261
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301263
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567608
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856367
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166725
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489664
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834852
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20772
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65818
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50275
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.43703
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42713
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4277
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.43694
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.41907
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.40324
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.38945
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.37767
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.36791
Œ(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.36016
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35441
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35066
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.3489
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.34913
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211408
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425823
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656522
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905514
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174967
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46744
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786007
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063515
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306232
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576106
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865479
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176498
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500175
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84621
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21993
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66811
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53942
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.63042
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.62056
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.61274
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47551
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09384
(403.77, 7.30, 366.76) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.62993
(403.77, 7.30, 366.76) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.5836
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212688
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42718
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658021
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90711
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176687
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469332
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78808
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068154
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31461
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585056
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875093
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1868
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511287
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858137
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23286
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68992
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57627
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29766
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70662
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40444
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48985
(403.77, 7.30, 366.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11209
¥(403.77, 7.30, 366.76) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.38611
(403.77, 7.30, 366.76) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.14054
(403.77, 7.30, 366.76) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.12204
(403.77, 7.30, 366.76) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.75947
