¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(367.69, 9.60, 332.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11445
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81877
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50992
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7455
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92846
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1185
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31598
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52125
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73471
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92209
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05207
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16619
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27629
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39032
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50837
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63061
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75716
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88818
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0238
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16419
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470116
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756252
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0664
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403717
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771826
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158648
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51016
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883599
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28914
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77706
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32414
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91678
‚(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8103
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49089
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81983
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00496
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19726
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3971
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60485
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82092
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96233
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09308
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22444
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33545
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4504
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56943
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69265
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82026
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95231
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08906
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2306
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487412
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774995
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086762
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425916
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796106
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186092
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532706
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908018
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31572
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79763
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34526
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9402
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80126
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47247
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89657
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08395
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27858
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4809
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6912
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87775
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00484
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13639
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27258
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39726
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51318
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63324
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75755
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8862
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01939
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15729
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30001
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504707
‡(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793684
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107102
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448085
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820377
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207201
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555532
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932756
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34259
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81837
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36656
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96386
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79156
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45466
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9758
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16549
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36259
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56745
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78049
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92177
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04967
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18207
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31913
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46099
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57877
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69987
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82526
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95505
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08941
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22854
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37251
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521977
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812421
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127443
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470264
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844623
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22857
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578585
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957773
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36983
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83919
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38801
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9877
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78128
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43753
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05758
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24971
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44935
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65686
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84369
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96812
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09684
…(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23013
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3681
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51091
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64716
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76935
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89589
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02689
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16249
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30284
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44818
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539205
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831085
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147738
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492379
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868853
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250162
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601934
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983107
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39738
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86013
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40966
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01176
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77039
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.421
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0411
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33661
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53889
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74919
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89146
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01673
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14639
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28063
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41957
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56342
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7123
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84177
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96951
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10176
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23865
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38035
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52703
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556448
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849729
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168013
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514524
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893108
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277464
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625589
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00875
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42528
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88115
‡(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43146
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03598
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75891
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4051
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02367
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42629
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63133
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81963
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94153
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06771
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19832
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33355
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47354
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61843
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76845
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91718
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04619
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17969
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31793
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46105
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67397
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573609
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868354
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188284
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536631
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917282
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318165
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667926
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0465
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45759
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91052
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45343
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06043
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74682
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38985
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00695
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51885
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72669
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87111
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99394
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12112
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25273
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38899
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53007
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67608
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82727
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9838
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12595
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26083
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40047
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54503
‰(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03106
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590775
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886968
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208506
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558669
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941475
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359333
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712414
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09476
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51005
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96266
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47996
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08526
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76487
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37522
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99087
(367.36, 9.67, 331.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61429
