¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
› (442.70, 14.31, 261.37) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.934069
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016618
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262811
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528098
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.246608
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.220747
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.196138
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.172766
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.150607
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.129646
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.226232
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.647284
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.121723
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.660305
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.276874
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.989571
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40993
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38874
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36948
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35211
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33663
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32302
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31129
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3014
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29337
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.28718
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.28283
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.28032
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155424
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358245
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574725
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789102
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018296
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264617
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529991
ş(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.272493
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.246529
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.221825
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.198359
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.176113
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.155067
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.224675
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.645535
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.119747
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.658054
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.274286
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.986565
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42182
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40061
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38132
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36393
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34843
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33481
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32306
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31317
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.30512
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29892
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29456
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29204
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158242
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361245
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575988
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790819
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020101
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266556
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532115
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.299664
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.273594
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.248788
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.225224
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.202885
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.181754
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.223257
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.643944
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.117949
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.656006
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.271932
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.98383
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4356
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41436
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39505
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37764
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36211
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34847
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3367
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32679
ğ(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31873
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31252
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.30816
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.30562
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161108
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364293
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577359
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792625
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022057
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268625
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534379
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.328147
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.301964
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.27705
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.253385
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.23095
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.209724
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.221978
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.642509
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.116328
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.65416
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.269809
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.981364
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.45128
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.43001
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41066
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39322
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37768
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36401
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35222
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34229
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33422
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.328
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32362
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32108
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164017
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36742
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578782
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794549
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024107
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270891
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536766
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.357963
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.331663
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.306637
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.282866
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.260327
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.239006
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.22084
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.641231
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.114883
ğ(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.652514
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.267918
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.979168
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.46886
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44756
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42818
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41071
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39514
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38145
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36963
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35968
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35159
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34536
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34096
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33842
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166975
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368908
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580281
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796618
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026341
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273255
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539352
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.389138
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.362716
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.337573
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.31369
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.291045
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.269622
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.249404
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.640109
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.113616
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.651069
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.266258
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.977242
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48838
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.46703
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44761
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.43011
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41451
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40079
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38895
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37898
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37087
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36461
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36021
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35765
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169973
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370378
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581855
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7988
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028671
ô(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275782
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542051
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.4217
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.395149
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.369884
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.345883
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.323129
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.3016
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.281281
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.639146
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.112526
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.649827
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.26483
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.975584
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50982
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48843
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.46898
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.45144
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4358
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42205
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41018
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40019
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39205
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38578
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38136
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.37879
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172992
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371893
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583515
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801106
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031179
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278443
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544953
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83356
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.42899
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.403597
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.379475
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.356603
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.334964
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.314541
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.638337
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.111613
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.648787
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.263635
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.974196
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.53322
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51179
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49228
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.4747
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.45903
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44524
ì(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.43334
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42332
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41517
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40888
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40444
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40186
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17589
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373538
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585219
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803589
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033813
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281291
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548002
(442.53, 14.32, 262.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84212
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.464271
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.438745
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.414494
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.391502
(442.53, 14.32, 262.74) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.369748
