¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ (359.23, 7.20, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.328266
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5084
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78431
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30908
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16315
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4229
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1793
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.688931
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.885585
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.097265
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.325718
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.572978
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.841416
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.133822
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.628984
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.96477
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.332779
Á (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.736896
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.208317
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.759527
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.39306
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.123
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.9687
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50241
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77719
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30051
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15261
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38542
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04494
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.681138
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.877208
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.088237
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.315963
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.562404
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.829918
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.122024
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.61907
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.95393
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.320878
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.723579
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.194228
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.742986
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37305
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10003
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.94018
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49637
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77007
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29191
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14204
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34792
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92337
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.673371
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.868861
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.079242
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.306244
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.551872
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.81847
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.111025
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.609259
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.943203
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.309104
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.710408
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.180194
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.726484
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.35307
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.0771
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.91194
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49028
£ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76283
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28322
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1314
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31041
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90829
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.665633
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.860545
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.070282
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.296565
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.541384
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.807069
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.294389
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.599548
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.932589
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.297454
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.697393
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.166211
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.710013
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33312
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.05422
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4045
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48419
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75558
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27451
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12064
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2543
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89143
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.657927
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.852261
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.061359
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.286926
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.530941
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.795721
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.28557
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.589943
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.92209
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.285931
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.684531
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.152287
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.693584
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31419
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.03139
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39924
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47802
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74826
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2657
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09274
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1652
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87276
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.650249
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.844012
¾ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.052473
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.277328
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.520545
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.785457
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.276844
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.58044
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.911704
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.274537
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.671828
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.138427
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.677199
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2956
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.0086
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39394
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47182
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74094
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25687
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07469
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04387
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85236
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.642602
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.835798
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.043625
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.267773
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.510195
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.775488
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.268211
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.571042
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.901435
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.263269
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.659664
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.124625
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.660855
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.27706
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.98587
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38861
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46555
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73355
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24796
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06419
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84437
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56614
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.63499
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.82762
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.034818
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.258262
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.499896
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.981813
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.259676
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.561751
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.891283
³ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.252132
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.647593
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.110887
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.644562
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.25858
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.9632
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38326
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45932
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7261
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23899
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05387
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6708
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27847
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.627409
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.819477
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.02605
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.248796
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.489645
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.974035
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.251237
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.552564
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.881246
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.241125
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.635616
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.097212
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.628315
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24015
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.94059
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37784
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.453
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71863
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23001
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04369
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54932
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99599
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.619864
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.811374
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.017325
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.239377
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.480414
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.966345
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.242896
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.543486
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.871329
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.230249
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.623734
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.083605
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.612119
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.22179
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41837
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37243
‘ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44666
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7111
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22095
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03365
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43077
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71865
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.612353
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.803308
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.008641
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.230002
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.471374
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.958745
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.234653
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.534512
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.861528
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.219501
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.611949
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.070064
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.596379
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.20349
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41319
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36694
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44026
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70356
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21184
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02383
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.315
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49401
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.60488
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.795282
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.000002
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.220677
