¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(420.76, 14.29, 319.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49957
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.15431
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.15415
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.15551
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.15838
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.16278
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.16869
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.17613
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.231524
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274723
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31944
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365717
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413592
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463195
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514538
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567693
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622704
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679735
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73874
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799857
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863194
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928859
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996872
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067377
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140484
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216005
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291271
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369284
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450286
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534339
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621627
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712277
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.33819
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.33478
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.33292
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.33259
Ö(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.33381
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.33658
(420.55, 14.26, 318.80) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.34088
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.229718
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.272869
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31751
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363739
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411596
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461151
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512476
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565555
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620548
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677472
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73646
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797529
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86082
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926377
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994343
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064801
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137832
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213613
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291649
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369734
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450717
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534782
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622083
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712745
(420.55, 14.26, 318.80) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.04303
(420.55, 14.26, 318.80) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.04575
(420.55, 14.26, 318.80) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.04996
(420.55, 14.26, 318.80) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.05569
(420.55, 14.26, 318.80) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 10.51477
(420.55, 14.26, 318.80) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 10.52395
(420.55, 14.26, 318.80) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 10.53473
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228393
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271506
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316136
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362355
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410203
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45969
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510977
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564047
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618972
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675889
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73481
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795843
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859096
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924617
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992517
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062939
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135936
Ş(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21168
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290233
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370977
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452015
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536106
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623431
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714151
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.273391
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.275776
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.279551
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.284713
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.291267
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.299221
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.308578
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227581
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.27069
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315319
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361537
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409325
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458842
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510039
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56311
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618038
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674924
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73385
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794855
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858052
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923577
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991452
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061819
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134791
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210485
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289016
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370533
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454119
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538279
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625675
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716437
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.101829
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.10169
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.10291
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.10549
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.111243
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.118889
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.127912
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227338
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270452
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31506
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361225
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40905
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458517
Ó(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509753
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562803
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617712
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67458
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733518
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794506
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857718
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923197
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991059
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061444
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134404
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210086
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288607
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370118
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454735
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541363
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628845
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719691
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.107114
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.106978
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.108202
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.110786
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.114732
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.120045
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.126725
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227577
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270676
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315299
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361508
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40929
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458802
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510058
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563128
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618027
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674916
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733784
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794827
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858032
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923541
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991427
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061811
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13477
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210484
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28901
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370522
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455149
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54304
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632852
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723831
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.113763
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.113632
Ø(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.11486
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.117451
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.121404
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.126722
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.133412
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22836
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271481
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316124
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.36233
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410166
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459675
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510958
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564023
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61895
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675846
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734804
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795821
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859059
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924603
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992532
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062922
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135895
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211621
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290192
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371753
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456398
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544342
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635709
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728946
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.166145
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.163506
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.162235
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.162333
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.163797
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.16663
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.170835
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.229682
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.272805
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31748
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363716
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411558
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46113
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.512419
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565522
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62052
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677423
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736423
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797483
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860741
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92633
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994306
ã(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06475
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137806
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213589
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292187
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37378
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458489
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546498
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639009
(420.55, 14.26, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737096
(420.55, 14.26, 318.80) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 9.747387
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.404523
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.403298
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.403477
(420.55, 14.26, 318.80) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 9.405058
