°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®!(384.95, 11.93, 326.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83342
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.105775
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.217081
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.335255
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.460927
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.59481
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.737707
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.890531
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.054321
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.23027
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.419751
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.624347
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.845902
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.086575
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.348904
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.635898
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.951155
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.308576
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.695651
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.127299
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.611609
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.069289
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.607601
§!(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.28547
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.12139
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04569
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54572
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.637724
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.722192
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.811259
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.90529
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.004691
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.109914
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.221462
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.339901
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465863
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.600063
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.743308
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.896514
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.06073
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.237151
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.427157
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.632339
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854554
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.09597
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.359144
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.647104
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.967417
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.323102
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.711775
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.145302
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.63184
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.082325
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.619236
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29881
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.12467
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07438
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54633
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.641064
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.725705
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.814957
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.909189
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.008806
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.114265
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.226069
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.344787
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.471053
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.605587
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.749198
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.902811
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.067472
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.244389
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.434947
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.640749
ß!(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863658
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.105861
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.369925
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.658901
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.986533
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.338359
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.728714
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.164218
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.653102
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.096492
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.632092
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31355
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.12952
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08415
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54955
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.644566
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.729389
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.818836
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.913278
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.013124
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.118829
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.230902
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.349913
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.476499
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.611383
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.75538
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.909417
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.074549
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.251986
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.443126
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.649577
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.873219
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.116247
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.381248
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.671296
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.001009
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.354353
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.746475
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.184058
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.675408
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.111798
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.646184
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32971
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.13596
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09323
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55542
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.648232
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.733243
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.822895
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.917558
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.017642
§!(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.123607
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.235962
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.355279
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.482202
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.617453
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.761853
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.916335
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.08196
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.259945
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.451694
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.658829
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.883237
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.127132
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.393118
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.694788
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.016157
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.371088
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.765064
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.204828
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.698771
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.128251
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.661509
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34729
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93331
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10435
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.539
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.652062
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.737271
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.827136
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.92203
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.022365
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.1286
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.24125
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.360888
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.488161
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.623797
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.76862
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.923568
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.089709
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.268268
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.460656
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.668505
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.893718
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.13852
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.405539
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.709173
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.031978
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.388576
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.784494
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.226544
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.723202
õ!(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.145864
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.678085
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36632
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96271
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11754
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52244
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.656055
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.741472
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.83156
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.926694
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.027289
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.133808
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.246765
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.366739
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.494378
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.630417
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.775682
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.931117
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.097798
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.276956
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.470012
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.678608
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.904662
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.150415
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.422797
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.724174
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.048482
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.40682
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.80477
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.249212
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.745296
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.164642
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.697543
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.38678
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99399
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13277
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50847
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.660212
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.745844
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.836164
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.931551
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.032418
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.139232
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.252511
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.372834
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.500856
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.637314
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.783041
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.938985
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.106228
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.286012
ò!(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.479764
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.689144
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.916075
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.162822
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.443577
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.739799
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.065677
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.425832
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.825905
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.272848
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.7616
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.184603
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.719907
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40871
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02716
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15009
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51326
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.664534
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.750391
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.840954
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.936602
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.037752
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.144873
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.258485
(384.32, 11.71, 326.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.379174
