¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29288
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.60422
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.60924
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334214
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537267
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76873
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018286
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288079
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580588
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933315
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37055
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860201
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466168
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.256174
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.108527
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.062453
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.043295
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.025486
Ğ(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.009108
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.994152
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.980577
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.968375
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.957577
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.948118
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.940011
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.933247
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.927859
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.923793
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.932559
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.989987
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.77081
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.7706
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.77304
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.77814
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331692
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535262
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766593
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015925
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28553
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577823
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932023
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369108
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85858
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448339
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.116225
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.027848
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.992021
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.972586
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.954534
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.937916
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.922653
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.908819
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.896321
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.885219
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.875445
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.867022
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.859941
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.854169
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.849773
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.85628
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.898628
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.999783
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.94535
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.94785
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.95302
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329286
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533255
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764402
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013612
Ì(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283028
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575106
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930517
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367415
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856657
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.304116
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.073359
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.995777
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.962786
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.943157
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.924934
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.908123
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.892707
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.878667
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.86599
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.854668
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.84469
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.836079
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.828788
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.822814
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.81818
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.824033
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.8621
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.947933
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.1263
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.12885
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.13411
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326976
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531304
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762303
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011326
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280535
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57242
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928762
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365429
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854449
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.331209
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.076675
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.998354
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.965089
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.945264
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.926838
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.909826
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.894202
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.879967
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.86709
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.855577
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.845422
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.836606
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.829103
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.822962
Å(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.818126
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.823902
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.861976
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.947781
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.31371
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.31631
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.32165
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324786
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529348
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760173
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009067
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278086
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569763
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926757
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363235
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845069
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392351
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.128213
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 9.036361
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.999659
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.979501
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.960813
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.943523
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.927625
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.91313
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.89999
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.888233
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.877819
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.868763
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.861023
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.854646
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.849605
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.855994
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.898234
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.999221
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.50782
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.51048
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.51591
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322712
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527429
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758114
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006853
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275643
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567092
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924545
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360773
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827042
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371421
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.779535
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.762134
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.74607
×(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.731188
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.717604
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.705279
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.694147
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.684282
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.675642
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.668249
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.662037
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.657117
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.653385
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.65089
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.649594
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.686689
(341.05, 6.98, 312.00) (325.96, 1.31, 332.32) (0.81, 2.16, 0.81) Human 8.989167
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.70899
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.70891
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.71163
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.71715
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320734
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525525
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756084
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004604
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273267
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564512
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922106
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358064
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.71637
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.642137
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.614893
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.596408
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.57918
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.563129
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.548285
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.534617
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.522134
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.510793
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.500619
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.491591
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.483697
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.476943
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.471317
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.466823
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.463424
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.47074
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.514423
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.64315
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.91728
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.92006
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.92567
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318873
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523616
Ó(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754064
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002445
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270894
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56194
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919458
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.730152
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.616394
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.564931
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.542008
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.523434
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.506069
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.489897
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.474918
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.46111
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.448442
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.436947
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.426591
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.417378
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.409279
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.402311
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.39645
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.391715
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.388086
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.393431
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.425059
(341.05, 6.98, 312.00) (327.52, 1.36, 331.84) (0.81, 2.16, 0.81) Human 7.494807
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.72489
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.72783
(341.05, 6.98, 312.00) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.91496
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317106
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521742
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75201
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000248
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268548
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559394
(341.05, 6.98, 312.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916603
