¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001194
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424068
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895149
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40454
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96367
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58812
•(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28744
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06185
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92764
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86776
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88752
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04818
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35825
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51662
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1338
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79895
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69979
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52227
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21124
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813772
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078886
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374684
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.683229
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019971
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388889
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376483
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84558
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34924
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90208
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51912
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21218
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96528
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82823
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7543
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77074
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90338
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2203
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46179
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1016
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77391
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60611
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49301
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4913
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790931
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054128
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343835
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.652819
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986714
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887947
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327753
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796398
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29436
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84107
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45084
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13525
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87289
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7262
–(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64258
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65582
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77122
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07586
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31018
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0715
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.751
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56191
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46653
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768146
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029439
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31285
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622543
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953615
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844124
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279364
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74755
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24005
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78063
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38326
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05915
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7955
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61916
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53258
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54281
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64133
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90983
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16177
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04355
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73022
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53449
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42404
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74542
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00482
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2861
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.592404
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416173
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801641
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231252
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699064
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18624
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72081
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31638
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98393
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71901
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51813
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4243
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43158
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51366
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7618
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01647
¢(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01775
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71163
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50939
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84364
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722757
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980278
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259439
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562407
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380369
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762384
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183504
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650949
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1329
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66157
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25021
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90953
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64348
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43261
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31766
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31412
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38824
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6165
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84893
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99406
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69514
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48655
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32135
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700161
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955814
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232872
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006031
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344798
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723359
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139311
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602203
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08004
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60292
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18474
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83596
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56887
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34819
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21975
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19385
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26495
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47387
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45888
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97246
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6808
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46596
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81989
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677634
¥(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931433
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206403
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976506
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309402
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684513
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09656
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551141
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0277
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54485
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11996
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76327
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48756
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26492
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13529
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07554
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14379
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33384
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32853
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77786
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66855
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44888
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65518
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907137
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647261
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947083
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274197
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645933
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054092
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504145
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97588
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48735
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05586
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69136
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40633
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18268
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04441
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97135
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02472
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19641
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20536
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34869
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65624
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43793
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632803
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882933
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620318
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91791
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240925
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607575
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011904
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45751
¶(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928475
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43046
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99246
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62032
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32613
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10153
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95214
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87798
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90773
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06152
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08535
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93814
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61176
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42928
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610506
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307299
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593541
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888852
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209332
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569469
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969988
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411204
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882404
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37649
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92978
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55008
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24694
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02144
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86112
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78603
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7588
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92911
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96848
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69113
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56951
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38706
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588295
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283075
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566886
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859988
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177982
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531578
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928357
(433.34, 12.20, 341.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365232
