¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(430.46, 10.88, 352.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0315
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214152
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481947
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797034
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156676
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544976
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982355
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546721
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198458
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0464
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1156
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45778
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21365
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79438
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.659164
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803669
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964768
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137841
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324238
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525527
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217454
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485561
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803108
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16503
†(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554394
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997037
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563609
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233944
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09401
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18417
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59852
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34968
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80466
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655031
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803604
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964697
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137764
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324156
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525439
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220834
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489219
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809142
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171746
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563841
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011546
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580269
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273552
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1415
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25262
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72466
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.489
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81601
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.65329
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803584
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964676
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137741
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324132
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525411
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224242
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492939
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815126
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178384
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573284
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02589
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596792
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313076
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18889
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32095
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85195
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6317
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83113
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653315
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.80361
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964704
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137772
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324164
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525447
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745855
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496698
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821063
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185024
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58268
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040093
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61315
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35248
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23614
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3891
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98036
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77782
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85721
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653382
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803682
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964781
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137855
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324254
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525544
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747976
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500511
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826975
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191565
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592092
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05415
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643545
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39169
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28327
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45701
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1099
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56993
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88453
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653492
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803801
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964908
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137991
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.3244
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525702
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750117
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504346
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832831
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198077
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601507
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068024
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676552
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430736
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33022
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52472
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24056
ï(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8219
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91311
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653645
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803965
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965085
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.13818
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324606
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523241
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75228
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005857
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838631
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204525
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610882
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081724
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709373
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469622
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37699
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6236
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37219
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07702
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94295
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653841
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.804174
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965309
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138422
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324866
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522043
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754463
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008245
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844333
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210884
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620166
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095259
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741986
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508275
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42353
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72289
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50484
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16771
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97407
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.65408
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.80443
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965584
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138718
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325184
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524065
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756666
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010654
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850033
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217252
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627263
ï(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118832
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77441
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54677
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46991
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8224
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63848
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19706
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00649
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.654363
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.804733
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965909
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.139067
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324715
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526105
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758891
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013087
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291743
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223501
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634281
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14633
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806638
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585023
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51603
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.922
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77307
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22758
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17643
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.654688
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.80508
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.966281
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.139467
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.321591
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528162
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761133
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01554
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294437
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229697
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641223
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173597
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838619
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623005
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5619
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02175
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90853
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25927
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40195
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655056
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805474
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.966703
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.139922
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318572
ë(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.530238
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763395
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018015
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297155
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235826
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64809
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200692
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87039
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660757
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61593
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1215
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04478
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29215
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97908
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655467
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805914
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.967175
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140429
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.317902
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532331
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765677
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020512
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299898
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627034
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65994
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227543
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901904
(430.57, 10.88, 352.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698213
