¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.87629
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.19591
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30844
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94629
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86533
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053758
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255639
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470193
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699439
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946573
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213761
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503467
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818652
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162745
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539861
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820062
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085056
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367919
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672472
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00226
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35688
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73927
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60811
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.84638
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.8227
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.0908
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28241
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91302
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863351
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051619
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25336
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469492
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698667
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945724
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21287
™(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502526
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817597
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1616
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538608
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79033
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053415
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334193
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634455
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960421
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31192
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69084
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.68451
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.65928
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.63603
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.0762
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25717
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88079
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861405
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049581
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251115
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467645
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697999
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945033
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212078
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501657
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816694
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160594
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516081
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761383
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022683
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301405
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599439
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919645
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26823
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64376
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.50418
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.4794
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.49127
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.06206
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23273
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8496
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.11383
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.20691
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.18734
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.1714
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859548
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047556
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248978
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465315
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697443
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944418
˜(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211398
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500925
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815902
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159727
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489566
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73325
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992771
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269565
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56541
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882294
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22564
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59799
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.62788
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.60611
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.5863
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.04838
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20909
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.77276
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.74427
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.71926
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.69768
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.69062
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.75937
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.74747
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857714
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045608
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246923
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463068
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695781
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94389
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210849
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500329
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815214
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158998
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463778
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705883
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963675
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238575
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532351
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846977
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18462
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6034
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63732
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.746
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.72594
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.03515
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18625
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79027
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.38907
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.3412
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.31216
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.82802
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.36458
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.35308
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.34505
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855982
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04375
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244903
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460928
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69346
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943477
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210394
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499846
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814675
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158404
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438719
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679304
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935417
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208488
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500276
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812656
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14786
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69014
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51769
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.89098
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.87066
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.02238
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16419
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76214
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.60183
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.17827
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.50184
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.18895
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.01261
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.97493
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.96721
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854266
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041927
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242971
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458846
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6912
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941992
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210023
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499439
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81428
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157957
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414372
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653495
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90799
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179276
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46911
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779352
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11867
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60349
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39883
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.04128
(324.84, 7.57, 372.28) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.02068
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08384
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14293
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73502
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.88414
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.76366
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.63344
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.80815
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.61216
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.60474
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852642
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040185
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241087
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456833
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689023
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939656
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209815
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49921
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813969
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157631
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390718
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628427
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881335
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15094
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438896
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770457
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17029
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6956
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28078
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00863
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39534
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06735
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12245
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.25049
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.22457
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.20188
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.18238
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.16609
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.79154
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.80967
(324.84, 7.57, 372.28) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.82955
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851091
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038508
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239272
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454879
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686961
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937403
‰(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208459
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499043
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813833
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145265
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367796
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604095
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855513
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123447
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447234
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81916
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22311
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7946
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16357
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99771
