¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16809
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.886156
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925282
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.965802
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00773
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051145
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096121
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.142615
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.190768
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240659
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29228
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25205
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.51443
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.375463
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.395528
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.416434
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.438212
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.460896
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.484458
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.508935
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.534419
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.560827
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.588253
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.616705
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.646189
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.676773
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.708463
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7413
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.775322
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810541
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.847026
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.884819
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.923934
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.964413
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.006331
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049734
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094668
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.14115
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18929
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.239107
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.290682
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344131
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.20098
†(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.374942
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.395005
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.415908
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.437654
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.460334
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.483894
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.508368
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.533849
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.560254
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.587677
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.616096
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.645606
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.676156
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.707843
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.740676
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.774694
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.809879
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.84639
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.884149
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.923259
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963734
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005617
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048985
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.093914
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.14039
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188525
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238337
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289937
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343318
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398656
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.374231
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.394234
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.415078
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.436794
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.459414
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.482917
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.507332
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.532724
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.55907
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.586436
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.614796
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.644219
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.674681
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.70634
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.739056
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.772987
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.808144
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.844536
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.882208
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.921231
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961587
ƒ(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003413
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046693
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.091504
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137862
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.185877
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.23557
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28705
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.340343
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39553
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452698
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.369599
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.389563
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.410337
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.431954
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.454505
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.477936
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.50231
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.527603
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.553879
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.581142
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.609431
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.638783
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.669171
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.700728
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.73334
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.767198
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.80222
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.838539
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.876105
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914993
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.955304
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.996992
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040134
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.084807
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.131056
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.178933
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228516
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279824
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332974
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387989
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445014
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.365456
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.385355
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.406092
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.427673
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.45013
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.473495
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.497803
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.523029
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.549238
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.576435
‚(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.604686
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.63394
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.664262
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.695721
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.728265
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.762054
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.797009
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.833198
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.870697
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.909484
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.949664
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991253
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034295
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.078866
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.125013
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.172757
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222207
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273414
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326429
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381339
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438169
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.36183
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.381666
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.402343
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.423891
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.446315
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.469617
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.493865
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.519058
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.545177
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.57234
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.6005
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.629691
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.65992
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.691318
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.723828
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.757494
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.792385
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.828484
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.865917
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.904641
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.944728
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.986253
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029199
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.073676
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1197
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.167379
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216674
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267785
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320674
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375458
‚(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43219
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.358717
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.378497
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.399145
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.420635
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.443002
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.466277
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.490466
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.515602
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.541691
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.568769
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.596871
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.626035
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.656237
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.687544
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719998
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.753577
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.788412
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.824481
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.861829
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900463
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.940464
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.981901
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.02479
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.06918
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.115117
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.162706
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.211944
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262936
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315738
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370404
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427048
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.35606
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.375844
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.39644
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.417905
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.440249
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.463439
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.487635
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.51269
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.538754
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.565807
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.593859
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.622938
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.653118
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.684375
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.716775
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.750333
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.785084
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.8211
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.858397
…(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.896951
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.936928
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.978254
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021096
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.065403
(348.57, 7.11, 358.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.111288
