¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81992
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009438
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279692
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572781
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891736
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239996
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621734
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039635
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486185
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980744
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53134
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13904
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80168
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55015
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 12.87252
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 12.94279
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.01577
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.09155
Ë(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 13.1702
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51097
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87538
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90633
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101189
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301314
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746925
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995817
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264969
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556798
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8743
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220896
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600809
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018364
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462722
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954682
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50227
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10931
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76823
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 12.28487
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 12.8009
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 12.77577
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 12.75263
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 12.73147
(432.54, 14.47, 319.54) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 12.71228
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44847
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80376
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01952
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091096
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29049
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504421
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734377
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98232
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250346
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540923
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85701
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202009
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580035
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996024
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439539
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928946
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47096
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07266
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7353
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.80696
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.86272
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.9208
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.98126
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 12.04413
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.33624
Ò(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.36854
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73453
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1358
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.99336
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.92359
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.8579
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.79626
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7386
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081099
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279762
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492846
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721978
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968946
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235873
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525214
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83987
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183271
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559527
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973364
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416626
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90294
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43781
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03553
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.31758
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.36634
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.41723
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.4703
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.5256
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.58317
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.47537
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.50845
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.68856
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07174
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.02575
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95738
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89296
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.83243
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.77575
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.72287
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071158
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269106
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481446
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70969
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955667
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221509
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50962
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822933
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164761
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539145
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950939
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39398
î(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873562
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40513
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99886
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.29786
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.27218
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.24828
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.22616
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.20579
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.18716
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.61937
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.65327
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.68953
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.13793
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07065
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00718
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.94748
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8915
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.83919
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79052
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061278
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258542
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470109
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697498
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942531
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207281
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494191
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806115
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146376
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518974
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928745
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368812
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844572
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37282
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.61379
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.63354
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.65496
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.67807
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.70288
(432.54, 14.47, 319.54) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 11.24961
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.73605
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.76844
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.8032
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.84034
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25457
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.1918
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13269
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07718
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02522
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.97679
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93182
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051493
ä(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248065
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458881
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685414
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929476
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193177
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478891
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789466
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128164
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499043
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905767
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342961
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815945
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34096
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.3843
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.40273
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.42279
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.44448
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.46783
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.49285
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.51957
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.92278
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.95843
(432.54, 14.47, 319.54) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 14.99649
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.43928
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.38055
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.32531
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.27354
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.22517
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.18017
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.13851
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041816
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23769
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447743
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673409
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916583
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1792
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463744
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772951
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110184
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479289
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880507
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317402
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787651
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.15029
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.16593
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.18314
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.20193
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.22232
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.24432
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.26795
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.29324
Ó(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26939
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27466
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56869
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.68462
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.62951
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.57775
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52932
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48416
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44224
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40353
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032199
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227405
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43668
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66155
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903734
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165362
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448714
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756599
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092336
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457251
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855515
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292185
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759798
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 9.943393
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 9.957935
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 9.97401
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 9.991632
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.01081
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.03157
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.05391
(432.54, 14.47, 319.54) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.18101
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19346
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22999
