¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜ (441.93, 14.52, 257.48) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.057186
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.564486
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.540396
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.517844
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.838866
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.58796
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.46237
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08891
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.0668
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.04684
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.02904
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.01337
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.99982
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.98838
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.97905
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.97181
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96667
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039644
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23222
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42992
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657594
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897374
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153029
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429588
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729529
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052211
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315121
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557314
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815364
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090885
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385603
ã(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.529407
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.503955
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.48005
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.457675
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.836586
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.58531
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.45926
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.11617
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.094
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07399
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.05614
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.04043
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.02684
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.01536
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.006
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.99874
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.99357
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044054
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236973
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442928
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663546
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900896
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156865
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433691
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734029
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054387
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322152
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56478
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82333
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099365
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39466
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.47086
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.445599
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.421872
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.399666
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.834664
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.58308
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.45665
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14566
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12342
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10336
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08546
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.06969
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.05606
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.04455
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.03515
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.02786
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.02266
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048099
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240265
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44606
Ü(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666922
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904488
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160783
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437945
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738587
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056691
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329697
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572806
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831837
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108455
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4045
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.414438
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.389357
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.365803
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.34376
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.833106
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.58128
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.45453
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.1774
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.1551
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13497
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.11701
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.1012
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08752
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07597
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.06653
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.0592
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.05398
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050894
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24327
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449254
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670354
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908216
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164757
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442274
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743323
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059155
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337788
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581384
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840976
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118191
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.386527
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.360084
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.335176
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.31179
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.2899
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.831903
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.57988
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.45289
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.21141
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18904
İ(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16885
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.15083
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13496
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12123
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10963
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10016
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.0928
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08755
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053742
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246334
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452559
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673893
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912024
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168872
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446701
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746994
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061802
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346396
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590528
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850718
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128577
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.334013
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.307746
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.283007
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.259777
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.238039
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.831065
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.57891
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.45175
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24773
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22529
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20503
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18694
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17101
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.15723
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14558
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.13606
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12867
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12338
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056711
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249453
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455905
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677501
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915898
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173075
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45125
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749567
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064626
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355544
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600237
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861041
î(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139591
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.283472
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.257374
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.232796
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.209719
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.188125
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.830583
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.57835
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.4511
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.28638
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.26386
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24352
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22537
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20937
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19553
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18384
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17428
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16684
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16152
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059712
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252695
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459367
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681229
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919877
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177395
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455902
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752305
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067584
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365183
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610489
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871981
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156244
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.234858
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.208922
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.184498
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.161568
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.182724
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.830462
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.57821
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.45093
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3274
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.30479
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.28437
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.26614
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25008
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23618
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22443
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.21482
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20734
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20199
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06279
ß(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255988
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462917
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684988
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923965
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181792
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46068
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75521
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070728
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375419
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621354
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883543
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194384
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.188128
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.162346
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.13807
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.11528
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.182933
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.830701
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.57849
(442.15, 14.45, 258.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.45126
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.37081
(442.15, 14.45, 258.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34811
