¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(326.51, 7.70, 373.53) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.929384
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232099
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401781
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58373
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779228
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989859
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217366
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46382
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731694
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023857
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343629
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69513
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083238
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513913
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994482
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534056
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14411
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8393
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61049
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49092
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60822
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60599
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84586
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14257
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94429
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23598
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.91867
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.066834
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.225033
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394193
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575583
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770458
‡(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980433
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207159
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452797
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719728
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010732
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329258
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679311
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065743
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494463
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972731
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509571
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11634
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80755
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.602
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52452
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58378
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57748
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70032
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9695
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81185
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0766
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.912555
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.060313
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218048
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386737
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567597
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76191
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971173
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197153
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441953
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707895
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997873
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31514
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663774
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048561
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475366
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951379
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485544
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08911
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77642
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56608
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48262
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5358
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5222
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58436
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83402
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.58543
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.56489
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.54732
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.53268
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52098
ˆ(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.51221
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906527
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.053902
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.211195
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379413
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559741
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753435
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962075
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187315
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431285
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696307
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985216
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301272
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648513
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031692
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456618
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930426
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461973
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0624
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7459
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53088
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44157
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48584
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46846
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47143
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70222
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40992
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51884
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900639
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.047597
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204472
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372215
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552011
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745143
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953135
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17767
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420789
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684901
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972785
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287654
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633533
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015136
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438221
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909871
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438855
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03621
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71599
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49639
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40138
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43147
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41618
‰(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37501
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57408
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14906
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24245
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.894805
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041424
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19785
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365142
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544433
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736976
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944322
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168184
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410518
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673731
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960573
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274287
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618829
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998887
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420176
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889709
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416187
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01054
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68668
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46261
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36203
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37831
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36542
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28861
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44937
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96082
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64039
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.889079
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.035297
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.191351
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358191
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536975
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728985
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935689
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158825
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400409
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662763
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948576
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261169
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604405
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982949
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402476
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869941
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393969
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985385
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65797
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42954
…(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32352
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32634
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31614
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2047
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32812
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77861
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04096
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.883485
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029324
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.184947
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.351359
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529664
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721113
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927202
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149674
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390517
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651961
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936848
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2483
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590255
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967319
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385123
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850565
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372194
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960743
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62985
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39716
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28583
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27553
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2683
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12321
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39393
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60225
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52683
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.877968
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.023449
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.178692
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344672
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522465
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713409
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918889
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140701
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380747
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64141
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925324
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235679
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576381
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951997
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368115
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831577
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350864
ƒ(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936611
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60232
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36548
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24898
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22589
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21979
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04407
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55335
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43147
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20438
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.872523
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017697
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.172554
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.33807
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515406
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705846
(327.37, 7.88, 373.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910773
