¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ö (381.46, 10.65, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04882
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17706
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33227
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49312
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65983
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83266
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01188
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18994
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458934
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643789
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842545
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056728
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288155
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56229
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825434
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058743
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309776
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580445
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873179
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190657
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556669
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076684
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919252
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30514
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16257
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67418
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18112
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37376
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57419
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7828
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00005
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15009
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30268
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46075
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6246
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79439
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97046
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15302
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34246
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.450582
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634848
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832879
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046297
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276887
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547079
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844531
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079273
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331825
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604251
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898924
´(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218621
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58848
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036377
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871041
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38074
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21711
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73351
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29756
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53344
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73895
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95291
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12715
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27717
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43262
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59369
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7606
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93365
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11308
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2992
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49229
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.442242
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62591
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823278
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03593
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265688
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531778
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845975
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100153
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354295
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6285
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925138
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247076
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620857
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034726
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822724
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45739
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27301
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79436
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36404
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69876
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90958
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10803
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25568
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4086
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56703
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73117
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90135
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0778
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26073
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45055
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64748
·(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433994
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61704
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813734
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025623
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254555
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516501
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829139
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121396
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37718
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653176
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951859
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276098
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653769
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070959
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774407
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53512
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33027
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85672
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43223
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86993
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08632
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23805
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38854
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54446
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70607
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87348
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04704
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22701
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41713
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62279
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83634
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425746
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60819
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804217
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015401
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243478
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501184
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812239
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142984
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40039
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678257
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979039
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305638
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68718
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107766
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726063
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4016
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38898
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92067
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50215
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04719
´(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22424
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37244
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52598
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68882
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86452
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04676
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23579
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.432
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63568
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8472
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06218
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41758
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599449
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794807
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005227
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232482
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485836
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795327
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136942
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424021
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703815
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00672
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335901
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72117
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145194
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677732
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2118
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44907
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98616
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57385
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21616
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38421
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54638
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71443
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88868
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06939
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25683
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45132
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6532
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86285
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07782
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2769
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409468
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590725
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785439
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995127
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221557
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470493
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778425
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118237
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448092
¸(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729774
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034823
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367347
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755679
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18326
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656288
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02438
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51068
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05334
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71693
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33019
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57717
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74399
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91688
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09616
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28212
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47508
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67535
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88322
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09835
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29547
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49998
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401371
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582051
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776117
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985099
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210704
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455084
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761497
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099494
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472554
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756204
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063492
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399294
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790771
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221981
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699145
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83936
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60299
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22103
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90503
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4477
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77737
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94906
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12708
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31171
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50321
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70197
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90826
(381.02, 10.54, 326.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1225
