¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 15.51038
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43514
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2252
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.123
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29619
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7418
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43389
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94287
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35688
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74611
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72354
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366123
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608472
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872003
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158537
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479645
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834914
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230451
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.678624
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172555
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.750221
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37261
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13871
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02136
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16045
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57394
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24388
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79584
Ô(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20189
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5837
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54441
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345667
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586256
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847882
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132262
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449541
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801768
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190237
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636185
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125009
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.695499
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31052
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05306
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92141
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03456
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40875
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05674
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60248
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0588
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42456
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35104
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.86333
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325275
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564108
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823843
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106081
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419538
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768744
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153721
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593945
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.077715
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641136
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24888
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96826
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82257
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91008
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24759
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87246
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41291
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92224
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26858
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16487
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.63655
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304944
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54203
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799885
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080003
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389841
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735844
Ù(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117361
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.551908
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030675
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587132
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1877
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88111
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66874
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78709
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11219
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69099
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22699
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75056
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11571
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99216
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.41324
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284683
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520027
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776018
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054029
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360254
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703081
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081166
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51008
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983896
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.521951
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12699
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80099
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56396
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66549
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98018
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51236
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04847
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57731
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96572
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82235
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19802
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264425
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498102
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752241
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02816
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330781
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670451
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045135
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468469
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.937386
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.462773
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06673
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73229
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46017
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54534
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8478
Ú(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33951
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88194
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4077
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77102
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65527
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.08956
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244203
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476325
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72856
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002405
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301434
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637967
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009281
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424294
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89115
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410799
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00696
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66419
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3574
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42663
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71682
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18532
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71833
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2417
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.606
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.491
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.98498
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224055
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454674
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704977
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976764
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272647
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605629
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973605
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380311
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845195
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359175
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947655
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59669
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25563
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31597
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58726
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03317
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55751
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07915
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45819
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31303
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.88364
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203985
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433114
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681496
Ï(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951241
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244809
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573442
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938111
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340981
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799526
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.307903
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888836
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52979
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17003
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20936
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45915
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88311
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36989
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92005
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31306
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13189
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.78635
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183992
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411646
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658117
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92584
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217116
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541411
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902805
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301879
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754147
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25699
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.830242
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46349
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1003
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10376
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33238
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72777
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18189
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76425
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17056
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95568
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69303
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164083
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390275
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634847
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900563
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189567
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509542
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867689
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263006
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709064
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.20644
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.765613
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3978
î(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03085
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01004
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20709
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56121
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99782
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55399
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03059
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81697
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60615
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144256
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369003
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611688
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875413
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162165
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477971
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832771
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224369
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664281
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15626
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709005
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13072
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96181
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9291
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08324
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39771
(394.53, 14.66, 305.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81747
