¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.433454
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.464497
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.455505
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.447647
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.440914
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.449509
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.445004
Í(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.441617
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.439342
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.438178
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.438125
(331.46, 7.37, 366.94) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.374083
(331.46, 7.37, 366.94) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.18831
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482939
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702462
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93847
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190472
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460931
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753685
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.79732
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.772325
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.748641
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.726252
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.705138
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.685282
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.66667
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.616282
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.618565
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.60363
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.589883
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.577315
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.565917
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.555677
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.546591
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.53865
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.53185
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.540564
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.536018
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.532603
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.530314
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.52915
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.529111
(331.46, 7.37, 366.94) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.4643
(331.46, 7.37, 366.94) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.0591
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481876
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701365
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937276
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191321
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461828
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754697
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.894724
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.869434
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.84547
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.822817
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.801454
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.781367
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.762537
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.744955
Ô(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.69525
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.680179
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.66631
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.65363
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.64213
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.631804
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.622641
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.614637
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.607782
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.635019
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.630432
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.626989
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.624686
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.623523
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.623497
(331.46, 7.37, 366.94) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.557889
(331.46, 7.37, 366.94) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.141
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480876
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700271
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93612
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19023
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462779
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755714
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.995802
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.970203
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.945951
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.923023
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.901404
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.881077
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.862023
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.84423
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.827682
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.812369
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.798276
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.785395
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.773713
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.763225
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.75392
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.745791
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.738834
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.733043
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.728414
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.724942
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.722625
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.721462
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.721452
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.655015
(331.46, 7.37, 366.94) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.48793
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479886
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699182
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934928
Ø(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189008
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463551
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756831
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075039
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.074804
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.050251
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.027041
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.005156
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.984579
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.965292
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.947281
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.930536
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.915037
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.900775
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.887741
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.875924
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.865313
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.855902
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.847684
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.840652
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.834802
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.830127
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.826625
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.824295
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.823133
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.823138
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.755842
(331.46, 7.37, 366.94) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.95048
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47892
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698162
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933815
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187784
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462228
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757982
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076303
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.18342
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.158556
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.135053
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.112891
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.092054
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.072527
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.054292
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.037338
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.021648
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.007214
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.994021
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.982062
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.971326
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.961806
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.953495
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.946384
Ì(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.940472
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.935752
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.93222
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.929874
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.928714
(331.46, 7.37, 366.94) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.928738
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.860551
(331.46, 7.37, 366.94) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.43868
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477951
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697122
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932715
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186575
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460948
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758255
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077599
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.296251
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.271064
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.247256
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.224809
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.203704
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.183926
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.16546
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.148289
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.132402
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.117786
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.104431
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.092324
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.081459
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.071825
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.063418
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.056228
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.050252
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.045485
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.041923
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.039563
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.038404
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.038445
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.969334
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477044
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69615
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931642
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18543
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459682
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756898
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078977
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368908
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.387979
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.363854
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.34111
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.319728
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.29969
Ï(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.280983
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.263589
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.247497
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.232695
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.219169
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.206911
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.195911
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.18616
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.177652
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.170381
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.164338
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.159524
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.155931
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.153556
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.1524
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.152462
(331.46, 7.37, 366.94) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.082389
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476119
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695168
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93062
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184311
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458445
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755575
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078611
(331.46, 7.37, 366.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365148
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.509534
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.485082
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.462029
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.440359
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.420053
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.401093
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.38347
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.367165
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.352168
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.338467
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.326052
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.314912
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.30504
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.29643
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.289072
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.282964
(331.46, 7.37, 366.94) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.278097
