¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (379.83, 15.73, 278.23) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.15759
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.828786
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.736037
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.646447
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.559905
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.476305
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.402395
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.452579
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.504427
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.554569
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.606685
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.660822
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585845
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330971
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651554
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998959
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376914
ú(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789541
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24173
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73548
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25095
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82025
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45219
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12908
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.9296
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.46838
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.44224
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.41784
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.39512
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.09724
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.989163
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.889771
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.794371
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.702225
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.613218
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.527238
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.444181
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.363945
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.397962
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.447722
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.497256
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.548747
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.602241
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594517
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340122
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661251
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009504
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388395
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802101
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25556
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74444
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26081
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83115
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46431
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.947922
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.38513
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.46861
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.44247
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.41807
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.39535
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.05925
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.954727
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.856557
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.761746
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.670172
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.581716
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.49627
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.413727
ğ(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.333986
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.34534
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.393069
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.442022
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.492914
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.545789
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603068
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349062
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670894
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020037
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399845
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814649
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26929
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75336
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2707
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84208
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47649
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.500212
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.473916
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.449171
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.42596
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.408437
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.08774
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.02379
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.922732
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.825141
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.73089
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.639854
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.551919
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.466973
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.384912
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.305641
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.293902
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.340421
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.388817
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.44428
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.505858
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617628
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.908286
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680546
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030447
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411245
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827118
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28297
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.841377
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.80356
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.772207
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.742508
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.503292
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.476987
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.452235
 (379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.429014
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.429095
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.449398
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.43055
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.483517
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.795498
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.701773
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.611245
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.523797
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.439324
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.362747
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.291968
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.264817
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.319923
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.377098
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.436394
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.497871
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624967
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915758
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690047
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040836
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422559
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83948
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.878519
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.835687
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.79588
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.764554
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.736554
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.507798
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.481481
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.456717
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.433484
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.449953
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.06763
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.964098
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.864135
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.401719
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.387253
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.37423
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.530876
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.454721
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.381163
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.310119
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.258593
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.313621
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.370716
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.429932
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.491327
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631788
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923141
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699536
„ (379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051121
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4338
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851768
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.875149
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.831497
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.790512
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.758372
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.733002
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.513734
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.487398
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.462618
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.439371
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.471003
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.07015
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.976048
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.885151
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.797345
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.712523
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.63058
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.368473
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.358296
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.349537
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.329768
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.26088
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.308702
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.365736
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.424889
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.486217
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638528
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930438
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709016
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061392
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444997
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86404
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.878653
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.830469
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.791197
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.757936
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.549035
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.521104
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.494746
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.469945
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.44668
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.492249
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.09455
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.00003
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.908741
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.820552
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.73536
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.653059
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.573558
ñ(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.49676
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.42258
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.349401
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.281747
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.305163
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.362152
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.421259
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.482543
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.645184
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937645
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25465
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0716
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456129
(379.83, 15.75, 278.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876207
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.883683
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.836807
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.795672
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.760943
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.557874
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.529914
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.50353
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.478703
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.455415
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.513685
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.12072
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.02576
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.934045
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.845444
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.759854
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.677172
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.597299
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.520143
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.445615
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.373635
(379.83, 15.75, 278.24) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.304121
