¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84946
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.34092
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.32205
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.30579
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.29215
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.28111
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.27265
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.26679
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.2635
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.26278
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.21848
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77284
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006149
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257271
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528213
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821385
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139564
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486055
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864751
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280263
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704609
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01918
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35638
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71879
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10915
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53083
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97533
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96997
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1969
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.30296
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.2763
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.2523
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.23093
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.21218
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.19603
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.18248
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.17151
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.16311
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.15729
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.15402
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.15331
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.10933
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773161
¡(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006521
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25765
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52865
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821841
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14005
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486607
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865341
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280936
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671753
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984039
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31878
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67836
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06565
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48385
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9377
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91827
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08624
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.19647
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.16999
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.14613
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.1249
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.10627
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.09023
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.07676
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06586
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05752
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.05173
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04849
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04779
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00408
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77352
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006903
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258084
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529072
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822308
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140589
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48718
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865951
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28163
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639584
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949699
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28199
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63889
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04154
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49069
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97589
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82666
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97712
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.09383
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.0675
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04379
³(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.02269
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00418
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.98823
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.97485
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96402
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.95573
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94998
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94676
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94607
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.90262
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773872
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007277
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258478
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5295
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822803
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141109
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487741
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866598
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282299
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608176
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919786
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2765
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66143
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.078
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53027
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01498
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73622
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.30421
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.28185
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.26155
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.62158
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.92421
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9058
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.88996
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.87665
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.86589
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.85765
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.85193
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.84874
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.84805
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.80486
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774241
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007697
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258899
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529995
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823285
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141655
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488347
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867226
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28301
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616098
¶(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949501
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30844
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6959
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11533
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57083
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05506
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64702
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.1851
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.1626
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.14214
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.62409
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.82936
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.81106
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.7953
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.78208
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.77137
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.76318
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.7575
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75433
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75365
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.7107
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774626
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008106
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259369
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530459
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823813
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1422
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488948
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867908
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277501
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644371
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979831
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34113
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73117
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15353
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61019
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0962
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62661
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.78378
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.76265
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.74348
(321.90, 7.38, 368.06) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.62666
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.73805
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.71985
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.70418
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69103
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.68039
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.67225
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.6666
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.66344
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.66278
¥(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.62007
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775014
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008525
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2598
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530935
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824348
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142794
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489578
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868607
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269671
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673231
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01086
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3745
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76723
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19261
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64894
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13831
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.6514
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.62799
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.60654
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.58705
(321.90, 7.38, 368.06) (348.08, 0.43, 383.34) (0.61, 0.87, 0.61) Tools 13.89657
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.6502
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.6321
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.61652
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.60344
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.59285
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.58476
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.57914
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.576
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.57534
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.53286
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775421
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008921
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260251
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531438
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824865
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143351
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490195
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869273
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261974
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665293
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0426
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40867
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8041
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23257
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6886
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18153
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.63812
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.61474
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.59331
½(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.57384
(321.90, 7.38, 368.06) (348.08, 0.43, 383.34) (0.61, 0.87, 0.61) Tools 13.80141
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.56573
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.54772
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.53222
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.51921
