°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∏(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.3643
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041135
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37846
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740135
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143625
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588991
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087617
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662228
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31226
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05665
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91385
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84676
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09704
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.92157
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90145
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.88346
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86759
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.85381
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.84213
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83253
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.825
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81955
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.896514
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.047464
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208236
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380207
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56478
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763875
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978326
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210029
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46437
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742078
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041228
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378104
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739741
„(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143007
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5883
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086824
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660386
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30942
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05184
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90692
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83728
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08577
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.88723
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86718
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.84925
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83343
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81971
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.80807
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79851
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79103
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.7856
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.896835
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.047806
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208581
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380576
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565176
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764289
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978756
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210496
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464728
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742308
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04148
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377923
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739542
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142603
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587851
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086301
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.65885
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30685
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04743
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90047
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82843
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02563
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.85512
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83514
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81727
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8015
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78783
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77624
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.76672
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75926
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75387
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.897227
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.048225
±(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.209012
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381038
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565672
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764805
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979301
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211086
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465199
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742685
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041892
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377919
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739537
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142414
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587641
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086047
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657618
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30456
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04343
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89449
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82013
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00564
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.82523
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.80531
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78749
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77177
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75815
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74659
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.73711
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72969
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72432
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.897691
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.04872
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.209527
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381589
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566264
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765426
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979959
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211797
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465783
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743207
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042463
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37809
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739727
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142442
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587672
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086062
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656693
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30253
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03984
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88899
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81249
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98709
ﬁ(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79753
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77766
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.7599
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74422
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.73064
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.71913
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70967
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70228
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69694
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.898226
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.049292
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210126
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382232
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566955
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76615
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980733
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212634
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466477
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743875
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043193
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378438
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740112
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142684
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587942
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086348
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656073
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30077
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03664
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88396
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80539
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96996
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.772
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75218
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.73446
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.71884
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70529
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69381
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.68439
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.67702
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.6717
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.898833
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.049939
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210812
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382967
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567744
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766976
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981617
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213593
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467285
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744689
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044085
„(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378962
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74069
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143145
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588454
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086904
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655759
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29929
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03386
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87941
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7989
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95428
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74862
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72884
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.71117
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69558
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.68207
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.67062
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.66123
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.65389
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64859
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.899513
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.050663
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211581
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383791
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568629
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767905
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982616
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214675
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468204
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745649
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045135
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379663
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741462
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143817
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589206
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087727
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.65575
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29807
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03148
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87533
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79302
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94003
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72737
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70764
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.67445
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.66097
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64955
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64018
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.63286
(328.94, 7.67, 368.80) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62758
´(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.900263
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.051465
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.212436
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384706
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569612
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768939
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983729
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215878
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469234
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746755
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046346
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380538
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742428
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144709
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590198
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088823
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656051
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29712
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0295
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87172
(328.94, 7.67, 368.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78777
