¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.146
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08858
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27314
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45342
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59066
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73271
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87976
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03202
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18966
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35291
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55128
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161246
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41553
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689717
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986173
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307716
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657576
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048205
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453709
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898849
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38958
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79257
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15297
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52198
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91804
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85677
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67242
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09724
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33749
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58826
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78544
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95821
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13738
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32322
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.516
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67237
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81595
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96462
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11854
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27794
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44292
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75529
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171352
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426412
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701442
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998892
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321525
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672651
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060247
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46695
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913362
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40561
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83762
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19351
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56535
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9646
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73549
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57462
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17128
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41421
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66632
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83415
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00817
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18859
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37574
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56993
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75715
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9024
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05274
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2084
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36958
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61906
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.967
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181463
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437302
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71321
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011613
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335382
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687738
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072346
…(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480176
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927925
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42171
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88352
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23505
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6098
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01227
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52964
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4785
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24774
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49345
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71608
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88515
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06044
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2422
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43075
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62636
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82938
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9921
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14422
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30166
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49005
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82997
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18683
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19158
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448205
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724981
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024376
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349239
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702845
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087378
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494261
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942549
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43787
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92511
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27757
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65536
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06118
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49821
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38399
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27185
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57527
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76808
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93845
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11508
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29825
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48822
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68537
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89002
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08516
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23905
„(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39843
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70012
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04886
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41514
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201679
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459076
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73678
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037155
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363131
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71798
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10571
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515518
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964235
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45906
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95848
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31837
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70199
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11122
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55208
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2911
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16607
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65672
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82239
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99411
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17215
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35677
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5483
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74702
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95334
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16756
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33746
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5771
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91813
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27615
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65234
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211825
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469999
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748533
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049931
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376977
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733117
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122305
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536835
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987704
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48499
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97204
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33111
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71821
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13452
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58348
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24837
…(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07958
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71201
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87906
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05219
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23166
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41784
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61096
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81137
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01944
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2355
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46056
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79431
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1445
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51226
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89888
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221937
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480925
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760355
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062703
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390897
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74827
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138911
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558254
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01128
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51104
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98743
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34455
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73257
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14999
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60016
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28641
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12263
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79035
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96463
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13956
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32091
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50901
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70414
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90666
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11693
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3353
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60856
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95158
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31172
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69017
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08829
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232074
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491828
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772139
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07551
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404784
ÿ(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763467
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155534
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579756
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03498
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53728
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00351
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35868
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74773
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16627
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61772
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32501
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16637
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80439
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05483
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.232
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41571
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60629
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80404
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00924
(367.38, 9.93, 323.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2223
