¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15282
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754995
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968559
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199543
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450126
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721879
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018291
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346495
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708108
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102169
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.55022
›(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052159
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602341
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91982
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65135
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51761
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52522
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65849
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.09153
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.06576
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.04218
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.15143
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.84818
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.78074
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.71744
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.76828
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.87158
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.880397
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.029695
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.189211
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.360807
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545053
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743151
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955774
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185704
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435098
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705176
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000381
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326819
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686394
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077631
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522837
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.021406
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563528
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87231
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59062
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44747
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44324
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55567
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 13.83619
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 13.81112
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.38667
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.32839
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.85726
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.78972
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.7555
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.83842
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.94296
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.872063
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.020803
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.179836
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350814
ï(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53432
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731462
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943159
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172052
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420277
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688711
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982719
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307421
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664375
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053447
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495858
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991119
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.525385
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11527
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53382
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3786
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36289
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45503
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 13.86545
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 13.7576
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.32407
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.02384
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.86815
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.80049
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.80899
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.91121
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.30492
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.863832
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.012024
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.170626
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340948
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523726
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719927
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930714
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158585
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405483
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672479
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965304
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288301
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64168
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029615
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469278
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961293
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.487906
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07294
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48177
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31104
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28405
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35655
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.00057
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.81343
ı(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.36644
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.95123
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.88085
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.82338
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.88319
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.9867
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.33401
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.855705
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.003359
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.161534
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331209
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513269
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708549
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918439
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145305
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390784
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656482
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948138
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269454
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619339
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006132
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443101
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931003
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.451086
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03137
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43071
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24472
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20677
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26018
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.14062
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.51165
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.37004
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.96593
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.89539
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.86747
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.96011
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.06498
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.36508
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.847687
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.994808
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152562
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.321599
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502953
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697326
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906334
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132212
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376298
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64072
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.93122
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250886
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597354
‡(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41732
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899611
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414915
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.990559
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63936
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1797
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13103
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17346
(396.92, 14.17, 245.99) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.28579
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.55941
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.07066
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.9825
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.91177
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.93717
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.03983
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.46699
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.44385
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.839773
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.986372
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.143708
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.312118
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.492775
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68626
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894401
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119305
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362024
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625192
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914547
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232593
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575723
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960216
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391934
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868741
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.379391
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.950494
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5927
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11585
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0568
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09181
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.89123
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.60961
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.07454
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.00094
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.94915
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.01835
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.12244
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.53964
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.62875
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.831965
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978196
×(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.134973
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302764
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482736
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67535
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882637
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106585
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347961
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609896
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898122
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214575
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554442
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937779
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366944
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838393
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344503
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911166
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54694
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05324
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.984
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01191
(396.92, 14.17, 245.99) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.7686
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.43787
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.09511
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.02127
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.00047
(396.92, 14.17, 245.99) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.10245
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.64073
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.71679
(396.92, 14.17, 245.99) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 12.82546
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824265
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.970132
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.126357
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29354
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472837
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.664596
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871042
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09405
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334109
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594832
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881941
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196827
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53351
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915685
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342345
(396.92, 14.17, 245.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808561
