¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(332.08, 7.24, 374.33) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.36636
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581943
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844564
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130121
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441703
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782977
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15833
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573068
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033651
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54804
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12615
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78049
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52708
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38675
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3075
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56707
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07263
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90369
(332.95, 7.27, 374.41) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 17.74472
(332.95, 7.27, 374.41) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 17.67165
(332.95, 7.27, 374.41) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.18369
(332.95, 7.27, 374.41) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.29196
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.74221
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.51006
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.50626
À(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.5355
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.78733
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911837
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120224
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344817
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587544
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850646
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136746
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448945
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790926
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.167092
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582774
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.044459
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.560148
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13981
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.796
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54486
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40733
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33324
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5976
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 14.68214
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 14.66156
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 14.64322
(332.95, 7.27, 374.41) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.35286
(332.95, 7.27, 374.41) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.26349
(332.95, 7.27, 374.41) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.16368
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.06743
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.77941
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.76561
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.84
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.10132
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91629
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125016
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34999
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593145
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856725
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143368
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456186
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798871
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175855
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592482
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05527
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.572261
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15347
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81153
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56266
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42794
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35903
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 14.79122
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.21301
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.51233
Ç(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.47122
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 14.75001
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4174
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.4084
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.09729
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.0831
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.15847
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.4299
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920739
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129806
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35516
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59874
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8628
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149987
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463423
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806817
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184613
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602187
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066082
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.584378
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16714
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82707
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58047
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44856
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38485
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.23731
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.87861
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.36946
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.45885
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.15468
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.20998
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.7662
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.43323
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.4155
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.49182
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.77403
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925184
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134592
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360325
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604331
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.868871
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156603
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470655
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814759
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193373
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.611892
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.076893
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596495
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18081
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84261
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59829
ï(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32646
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41068
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.56418
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.59286
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 17.14576
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 17.58399
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 17.53705
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 14.50677
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.14202
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.79518
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.7638
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.84101
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.13477
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929625
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139371
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365486
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609919
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874939
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163213
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477887
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822695
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202126
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621593
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087705
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.608612
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19448
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85816
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61613
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.0694
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.22609
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.31165
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.29507
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.27155
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 18.64051
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 18.82489
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 14.85077
(332.95, 7.27, 374.41) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 23.98276
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.53715
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.17542
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.12908
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.20714
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.51324
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934059
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144147
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370641
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615499
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169816
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485107
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830629
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210875
ù(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631289
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09851
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620725
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20815
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87371
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63397
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.44579
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.30054
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.2788
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.25897
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.31036
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.39733
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.65261
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.34957
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.99952
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.95302
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.57529
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.51252
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.59136
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.91069
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938488
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148915
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375791
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621075
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887055
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176415
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492327
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838555
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219619
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640982
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10931
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.632835
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22182
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88926
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65181
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.4561
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.31193
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.29017
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.27031
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.32311
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.41028
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.67007
(332.95, 7.27, 374.41) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.00223
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.01591
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.37286
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.35373
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.14323
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.99497
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.34935
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942909
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153676
æ(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380931
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626639
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893099
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183003
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499536
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846471
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228351
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650662
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120102
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.644936
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23549
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9048
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47194
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.46854
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.32518
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.30339
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.28352
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.33759
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.42498
(332.95, 7.27, 374.41) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 12.68905
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.94424
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.51798
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.89832
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.92679
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.73245
(332.95, 7.27, 374.41) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.96273
(332.95, 7.27, 374.41) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.81206
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947323
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15843
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386063
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632198
