¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88593
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23423
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30133
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37136
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06306
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277986
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509729
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760254
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031953
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327544
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650225
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003959
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393261
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823782
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289311
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762048
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25552
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79205
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3658
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97554
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44826
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01875
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47378
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57128
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66741
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75343
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84266
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90383
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95698
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01278
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07122
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13241
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19634
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26313
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33283
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055047
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269361
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500384
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750183
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020983
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315607
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637208
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989624
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377452
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806212
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268258
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749801
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24196
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77777
ü(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3499
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95781
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40054
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96645
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28373
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3784
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4765
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57819
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67207
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76238
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85603
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95312
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0364
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09726
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16095
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22742
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29676
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047063
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260757
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491115
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740122
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010065
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303704
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62419
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9753
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36167
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7863
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246336
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729267
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22865
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76383
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33438
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93451
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38125
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91547
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10053
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19247
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28782
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38659
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48893
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59497
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6869
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78168
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87996
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98181
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0873
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1941
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26315
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039065
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25215
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481815
ˆ(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730047
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999154
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291788
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611167
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961042
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345928
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766494
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224368
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706278
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21559
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75024
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31482
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91039
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36418
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86579
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92382
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01323
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10593
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20199
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30149
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40456
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51136
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61626
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71228
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81173
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91483
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02163
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13223
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031089
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243576
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472544
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720039
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988264
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27994
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598216
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946806
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330221
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746809
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202486
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683467
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20284
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73701
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2936
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88682
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34813
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82146
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75339
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84033
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93052
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02396
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12079
†(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22113
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32504
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43266
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54409
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64767
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74843
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85284
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96097
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023091
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234973
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463296
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709986
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977372
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268088
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585247
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932581
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314564
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727214
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180738
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660868
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18948
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72414
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27288
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86383
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33303
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80515
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58885
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67348
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7613
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85227
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94658
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0443
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14549
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25028
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35881
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47121
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58755
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68999
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7958
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015132
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226437
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454068
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699991
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966534
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256272
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57236
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918406
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298948
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707724
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159097
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638512
Š(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16455
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71163
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25271
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84145
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31897
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78992
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43008
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51251
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59801
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68664
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77854
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87373
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97231
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07449
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18026
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28981
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40322
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52063
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63637
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007205
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217844
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444833
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690026
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955724
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244464
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559443
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904274
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282344
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688346
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137592
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616346
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13984
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69943
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23302
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81958
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30585
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77578
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28511
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35708
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44041
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52679
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61639
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70916
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80537
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90494
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00813
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11494
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22557
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34006
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45865
(363.61, 7.18, 353.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999268
