¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95824
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982595
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384352
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.865788
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29356
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79918
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29894
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87857
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44739
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1216
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72304
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61374
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57119
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53366
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71149
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10846
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123376
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382287
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647882
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934529
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263542
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602428
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961596
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359886
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838666
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27625
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.776
í(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28307
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85854
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43028
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11266
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72002
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55024
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56829
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53476
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69393
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0718
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107098
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366431
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630795
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916067
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24231
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583269
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940736
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335453
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811585
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2592
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75296
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26754
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83872
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41434
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10424
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71779
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48667
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56606
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5367
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.669
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01377
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090843
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350655
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613795
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897699
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221106
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564233
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92001
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.311056
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.784554
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24241
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73007
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25234
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81917
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40321
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09635
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71638
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42305
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56451
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53947
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66482
ò(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94427
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074612
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333732
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596882
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87943
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199934
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545324
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899425
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286699
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.757574
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22588
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70735
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23747
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7999
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39256
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.084
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71577
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37117
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56362
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5431
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66152
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87546
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058409
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316247
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58006
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861259
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178802
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526539
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878982
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26326
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73065
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20961
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68477
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22294
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78092
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3824
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06627
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71596
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3602
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5634
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54756
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42335
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81673
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042235
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298795
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563326
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843193
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.157707
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507884
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858683
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241093
û(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.703789
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1936
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66235
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20873
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76223
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37271
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04889
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71696
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34996
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56386
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55288
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41669
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77446
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026095
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281383
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546688
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825228
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136659
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489359
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838529
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21909
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676994
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17786
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6401
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19487
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74381
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3635
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03188
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71876
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34389
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56499
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55904
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41094
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59456
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8601
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009989
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264011
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530143
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807369
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115654
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468079
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.818521
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197249
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.650267
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16096
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61801
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18133
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72568
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35476
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01521
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72137
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34675
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56679
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2564
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28327
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21428
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69312
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993993
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246682
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513694
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789618
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094704
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445187
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.798663
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175578
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623615
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13133
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59824
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15749
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70783
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34218
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9989
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72479
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35049
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57056
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14621
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84324
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84377
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978814
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229398
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497343
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771975
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073806
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422357
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778955
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154074
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.597041
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10179
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58188
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1333
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69027
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32262
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98295
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72901
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35512
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49259
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7957
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46338
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3512
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45669
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963724
‘(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212168
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481095
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754445
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052963
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399596
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7594
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132743
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570549
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07236
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56581
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1093
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67299
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30338
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96736
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72846
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36063
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93721
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46061
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10089
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79576
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08615
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10781
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948722
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194984
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463681
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737026
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.032183
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376905
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.739994
(423.98, 9.18, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111581
