¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.12193
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.684986
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.665009
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.687576
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68548
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19962
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 9.238856
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 8.923678
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 8.630541
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 8.357269
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 8.101945
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.862876
Ÿ!(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.638628
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.563776
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 8.259905
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 8.474287
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.849678
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.828873
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.809207
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.790664
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.773231
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.756893
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.741637
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.727453
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.714327
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.702251
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.691216
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.681212
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.672233
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.891316
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.88413
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 9.919964
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.681981
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.662011
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.707676
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69633
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20594
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65857
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23487
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44795
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.18007
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.15484
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.13138
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.10968
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 10.77356
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 10.37216
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 10.001
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.004333
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.982887
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.96261
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.943485
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.925494
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.908625
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.892864
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.878199
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.864618
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.852114
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.840673
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.830287
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.820949
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.044753
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.037245
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.679807
ß (417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.659843
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.727735
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70674
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21232
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69352
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27352
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54279
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.17576
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.15054
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.12709
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.10539
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.61696
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29502
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.87236
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.167241
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.145115
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.124187
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.104436
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.085852
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.068415
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.052115
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.036936
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.022869
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.009903
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.998028
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.987234
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.977511
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.206277
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.198422
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.678463
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.658503
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.747747
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65136
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21876
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72851
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31217
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6351
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.1731
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.14788
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.12444
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.15123
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.87897
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.50848
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.339048
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.316195
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.29457
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.274154
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.254932
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.236889
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.220011
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.204284
æ (417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.189696
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.176236
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.163893
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.152659
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.142524
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.677949
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.657991
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.767707
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5927
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23098
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76342
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35081
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72478
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.17208
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.14686
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.12342
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.21942
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.15522
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72392
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.52046
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.49683
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.474458
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.453331
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.433427
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.414733
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.397237
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.380919
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.365773
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.351782
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.338938
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.678263
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.658303
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.787608
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53297
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26266
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79831
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38939
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79839
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.1727
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.14749
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.12404
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.28778
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44573
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.94131
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.712268
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.687804
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.664634
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.642743
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.622108
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.602717
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.584554
Ë (417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.567605
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.551853
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.679406
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.659443
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.807446
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4723
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2943
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83315
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.467
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83614
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.17497
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.14975
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.1263
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06891
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.74765
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.16061
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.91535
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.889992
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.865963
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.843249
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.82183
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.801688
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.681379
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.661411
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.827215
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41068
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.25081
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.38472
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54458
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90096
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.17887
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.15365
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.13019
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 14.96203
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.06354
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.3818
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 14.52506
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 14.55397
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 14.48959
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.684184
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.664208
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.84691
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34817
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.25638
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.31022
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.33201
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96604
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.18443
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.15919
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.13573
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38294
“ (417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39489
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.59818
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 14.78499
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 14.78059
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.687821
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.667835
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.866524
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28487
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.26361
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.31749
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.28669
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.25774
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.19163
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.16639
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.14292
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.15993
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 11.13989
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.8082
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 15.04532
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 14.92505
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.692294
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.672297
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725346
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22082
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40476
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97196
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76826
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09692
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08963
(417.13, 13.26, 329.02) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 15.16829
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97099
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69973
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77893
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.01954
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.697607
(417.13, 13.26, 329.02) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.677596
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780909
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15599
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43003
(417.13, 13.26, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00645
