¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ü(399.26, 14.03, 248.07) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.49038
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.339804
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.327102
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.315822
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.305958
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.435328
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.16982
(398.58, 13.98, 247.99) (361.15, 7.78, 261.88) (1.35, 1.29, 1.38) Tools 23.56002
(398.58, 13.98, 247.99) (361.15, 7.78, 261.88) (1.35, 1.29, 1.38) Tools 23.54933
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046576
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241989
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455628
Ú(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686508
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935617
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205103
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497533
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81594
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163849
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464517
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780692
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122912
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63861
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19272
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60094
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3863
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35439
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.367779
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.352203
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.33807
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.325372
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.314093
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.304231
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.433475
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.16595
(398.58, 13.98, 247.99) (361.15, 7.78, 261.88) (1.35, 1.29, 1.38) Tools 23.64208
(398.58, 13.98, 247.99) (361.15, 7.78, 261.88) (1.35, 1.29, 1.38) Tools 23.63136
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042766
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237064
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449681
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68011
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928704
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197604
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489376
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807069
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154134
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46209
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778121
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13966
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660254
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21988
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63932
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5266
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34325
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.367439
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.351863
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.337731
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.325031
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.313755
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.303892
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.432909
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.16208
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.9329
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92107
Ó(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91252
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90724
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90524
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.9065
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038247
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232225
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443796
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673779
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921853
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190179
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481324
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798265
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14451
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46006
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775917
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159084
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682047
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24782
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76126
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67015
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34828
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.368497
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.35292
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.338785
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.326085
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.314806
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.304942
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.433626
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.15823
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73815
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72827
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72165
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71827
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71813
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72123
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033765
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227451
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437962
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667493
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915064
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182848
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473353
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789603
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135007
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458363
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774078
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178638
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703966
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27644
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88574
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69403
ã(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35437
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.370954
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.355372
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.341234
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.32853
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.317249
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.307384
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.435633
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.15438
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.81466
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80474
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.7981
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79471
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79457
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79769
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029371
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222733
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432177
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661263
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908352
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175579
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465462
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780992
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12558
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456945
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772607
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198373
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72606
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30584
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98417
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68333
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36145
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.374811
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.359223
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.345081
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.332371
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.321085
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.311213
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.629003
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26593
(398.58, 13.98, 247.99) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 24.08284
(398.58, 13.98, 247.99) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 24.07192
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025031
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218096
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426477
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655115
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901722
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168387
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457645
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772449
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116273
Ô(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455953
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771504
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218217
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748302
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33596
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97494
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67287
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36959
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81081
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28674
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.73593
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31369
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.52531
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.515224
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.626018
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27168
(398.58, 13.98, 247.99) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 24.1866
(398.58, 13.98, 247.99) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 24.17564
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020787
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213531
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420796
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649021
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895139
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161282
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449903
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764009
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107038
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455234
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770761
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238168
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770696
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34866
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96591
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66264
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37867
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82066
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29735
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.75003
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.321
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30811
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2968
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28711
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27897
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016591
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209043
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415244
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642995
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888614
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154211
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442267
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755686
İ(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097914
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454881
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779977
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258261
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792377
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33863
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95708
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65262
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35993
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8316
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.69048
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.76561
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.533676
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.51947
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.506728
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.495436
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28781
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012477
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204649
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410526
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637026
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882174
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147247
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434707
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747421
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088902
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454874
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798104
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27846
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781094
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32877
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94843
(398.58, 13.98, 247.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64287
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.606551
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.587299
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.571338
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.773828
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.436045
(398.58, 13.98, 247.99) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.424634
