°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(337.68, 7.64, 327.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95859
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.57038
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.694623
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.826549
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.966869
È(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.116377
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.655975
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.695635
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.73687
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.779716
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.824214
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.93445
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.050247
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.170714
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.340168
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.217144
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.252217
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.288524
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.326108
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.365012
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.405288
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.446982
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.537707
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.660047
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.789899
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.927953
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.310494
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.609118
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.648179
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.688796
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.731008
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.82933
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.940884
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.056883
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.177561
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.588753
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.165026
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.199005
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.23418
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.270592
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.308285
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.347304
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.392026
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.505761
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.626253
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.754096
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.889954
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.526837
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.563817
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.602302
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.642328
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.728989
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.836526
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.9483
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.06453
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.414607
ﬁ(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75133
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.114588
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.147524
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.181622
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.216919
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.253458
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.291281
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.362442
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.474526
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.593225
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.719118
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.852851
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.483591
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.520034
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.557966
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.633172
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.736901
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.844676
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.9567
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.248525
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 12.09157
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78827
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.065763
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.097706
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.130775
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.165009
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.200448
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.237133
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.333505
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.443985
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.560946
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.684948
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.03475
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.441803
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.47773
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.541643
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.641761
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.745744
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.853786
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.089899
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.44531
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14883
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8253
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.018486
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.049478
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.081568
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.114789
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.149179
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.202134
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.3052
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.414124
ﬂ(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.529397
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.651566
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.367437
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.401441
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.454186
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.550873
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.651259
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.755526
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.938173
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.89542
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.31552
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1769
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86244
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.972696
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.002783
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.033937
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.066191
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.09958
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.175847
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.277515
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.384929
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.498562
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.618952
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.328928
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.370595
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.464023
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.560992
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.661674
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.792833
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.164454
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.75133
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.18955
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20504
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89966
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.928336
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.957559
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.987818
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.019149
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.055035
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.150128
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.250438
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.356383
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.468428
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.75526
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.291758
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.381006
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.474727
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.572004
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.673007
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.010799
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.39478
–(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.63857
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.06726
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23323
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93697
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.885352
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.913748
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.943154
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.973602
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.031098
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.124967
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.223956
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.328475
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.438977
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.224592
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.301638
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.392267
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.486306
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.583916
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.863492
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.10182
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.22762
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.52899
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33554
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.26147
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97436
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.843692
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.871298
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.899888
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.929494
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.007672
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.100349
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.198055
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.30119
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.410194
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.225742
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.313426
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.404385
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.498767
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.722077
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.828117
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.945367
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.06697
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.42248
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35867
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28976
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01183
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.803309
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.830158
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.857967
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.897818
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.984749
–(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.076268
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.172729
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.274518
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.47644
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.238032
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.326054
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.417363
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.586142
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.571984
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.681416
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.794856
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.9472
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.31894
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38183
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31809
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04936
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.764156
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.79028
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.817344
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.876436
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.962319
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.052713
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.147962
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.248444
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.787408
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.251145
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.339526
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.455297
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.792481
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.434194
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.54016
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.649994
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.853789
(337.66, 7.62, 328.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.21827
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40501
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34646
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08696
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.726187
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.751619
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.777968
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.855509
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.940373
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.029673
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.123743
(337.66, 7.62, 328.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.222957
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.180845
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.265083
(337.66, 7.62, 328.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 7.353848
