¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(332.28, 7.38, 364.64) (337.69, 1.16, 384.09) (0.81, 2.16, 0.81) Human 7.538774
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.48497
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47264
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.46338
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45718
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220037
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383417
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55821
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745623
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945632
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160202
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39183
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652493
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941095
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257007
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604233
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975974
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415117
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.914903
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479311
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00358
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73448
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38671
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81122
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4147
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3711
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12504
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69233
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5529
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70535
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.28836
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.27017
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.25504
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.24295
³(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.23389
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.22786
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220901
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38434
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559198
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.746682
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946125
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160733
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392403
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655262
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944119
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260324
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.606978
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976915
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420702
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921185
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480055
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.994248
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5523
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46417
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89472
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66261
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57489
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28514
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8658
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85376
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4824
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.06594
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.04805
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.03318
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.02132
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.01246
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.00659
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221831
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385334
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560263
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747343
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946715
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16137
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39309
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658111
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947231
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263736
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607968
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97958
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426363
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.927555
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.48074
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98534
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54235
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54366
ä(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98048
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92039
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90294
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4504
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10635
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15303
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.87189
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.85128
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.83368
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.81905
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.80741
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.79874
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.79302
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22283
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386402
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561405
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747983
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947401
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162109
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3957
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661039
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950429
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267242
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60909
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984714
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432103
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.934013
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.477936
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.976848
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53286
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14088
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06855
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18856
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06068
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62108
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39244
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06427
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.66438
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.64407
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.62674
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.61236
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.60092
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.59242
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.58685
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223897
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.387539
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.562623
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748711
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948184
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162952
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398462
Å(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664045
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953713
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270843
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610349
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989915
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437918
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940557
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.470661
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.968771
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52384
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13127
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15899
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38712
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22346
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79738
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6909
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13192
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.46404
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.44402
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.42695
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.4128
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.40157
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.39324
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.38781
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22503
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38875
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563748
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749529
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949064
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1639
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401297
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667131
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957084
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274538
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611742
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995185
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44381
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94719
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463762
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.961112
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51529
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1223
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74199
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45257
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39146
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97955
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91179
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98927
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.27059
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.25085
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.23403
¸(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.2201
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.20906
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.20089
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.19559
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22623
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390032
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564595
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750438
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95004
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164952
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404202
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670294
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960539
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276603
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613271
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000524
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44978
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953275
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457236
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.953864
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5072
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11398
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73269
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51958
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56495
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24708
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.113
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84976
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.08377
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.06431
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.04772
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.034
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.02315
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.01513
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.00996
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.227499
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391388
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565526
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751436
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951114
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16611
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407178
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673534
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964079
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278117
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614935
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005928
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455825
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.954641
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.451082
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947035
Ù(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49957
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10629
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72411
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6214
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74409
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49888
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32096
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83662
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.90334
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.88413
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.86778
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.85427
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.84358
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.83572
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.83067
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228834
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392814
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566541
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752524
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952282
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167368
