¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193966
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.457779
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.446063
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.435782
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.426929
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.419497
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.413482
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.408878
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.088072
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.241635
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405585
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573894
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752302
®(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943421
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148641
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369479
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607828
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865776
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145807
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450786
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721616
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061322
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449949
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839367
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247772
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572425
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.590075
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.569432
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.550301
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.532664
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.516512
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.501829
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.488607
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.476831
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.466498
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.457598
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.450124
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.444069
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.439431
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.090681
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.2444
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408536
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578444
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757164
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948637
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154228
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375507
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614327
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872832
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153453
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459109
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739465
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095746
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4615
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852031
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247294
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571907
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.623008
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.602273
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.583055
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.565337
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.549107
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.534355
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.521066
¸(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.509231
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.498841
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.489891
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.482369
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.476274
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.471599
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.093382
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247257
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411567
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583144
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762162
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954044
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159986
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381713
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621071
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880079
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161347
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467752
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761631
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11614
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473547
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865183
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24757
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572214
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.657624
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.636792
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.617481
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.599679
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.583369
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.568541
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.555182
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.543284
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.532835
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.523829
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.516261
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.510121
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.505408
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096115
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.250207
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414713
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587966
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767338
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959556
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165944
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388155
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627981
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.819062
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.794275
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.770672
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.748239
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.726954
Ë(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.7068
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.688822
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.67456
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.661352
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.649186
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.638052
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.627946
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.618855
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.610773
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.603697
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.59762
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.592536
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.588444
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.585339
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.583219
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.582083
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.581929
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.098967
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253274
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417967
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592952
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77268
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965262
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172078
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394754
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635112
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.86728
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.842281
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.818478
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.79585
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.774379
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.75405
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.734843
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.716745
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.699743
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.562876
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.668966
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.65517
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.64242
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.630706
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.620019
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.610353
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.601699
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.59405
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.587401
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.581746
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.577083
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.525912
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.101954
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.2564
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421352
¬(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597827
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778137
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971128
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178407
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401543
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642494
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903286
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186556
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49522
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821493
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151692
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512386
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907839
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253033
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.43862
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.426905
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.858911
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.731103
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.739602
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.786697
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.681364
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.667775
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.655664
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.64502
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.635837
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.628107
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.391065
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.394454
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.104986
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259632
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424781
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601518
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783804
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977155
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184875
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408548
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65004
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91146
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195432
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504928
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833145
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164403
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526281
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923071
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256426
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.308835
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.393355
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.869158
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.77253
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.754337
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.777538
¶(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.722497
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.708824
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.696634
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.68592
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.26545
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.263492
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.326235
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.65766
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108101
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262972
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428342
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605315
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789566
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983376
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191552
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415719
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657787
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919877
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204584
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514889
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843598
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177538
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540615
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938823
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26056
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.185085
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.866836
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.879725
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.815788
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.797487
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.780713
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.818057
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.751689
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.739418
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.145553
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.153754
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.261315
