¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(379.82, 15.71, 278.38) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.394599
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.435995
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.331969
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.23326
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.141646
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.05317
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.967717
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.885174
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.805441
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.728415
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.721304
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.769914
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.818311
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.866874
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.917313
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858002
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141492
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447532
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778796
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138573
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530515
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959146
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40637
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89355
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43038
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00511
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.25434
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.794695
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.768044
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.742985
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.719584
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.697737
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.39187
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.288739
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.194165
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.10327
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.015487
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.930701
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.848804
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.769691
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.693268
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.664511
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.712469
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.758787
ô(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.806696
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.85646
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865626
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149721
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456388
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788429
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149005
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541937
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969132
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41387
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90178
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43954
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03094
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.2312
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.789029
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.762393
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.737362
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.713972
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.455689
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.349696
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.250295
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.156876
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.066662
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.979537
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.895386
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.814098
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.735578
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.659723
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.609706
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.655864
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.701348
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.748629
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.797743
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873201
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157872
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46524
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797988
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159439
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553318
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976031
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4214
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91014
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44865
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.810546
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.784175
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.759264
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.735793
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.713747
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.907554
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.41458
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.310158
‰ (379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.214099
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.12135
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.031787
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.945287
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.861735
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.781033
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.703072
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.627759
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.556843
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.601037
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.645938
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.692613
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.748511
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880747
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166031
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474075
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807566
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16984
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564663
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.148396
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.110546
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.079293
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.049602
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.80812
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.781756
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.756854
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.733391
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.711349
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.753181
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.733796
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.715796
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.179674
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.087563
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.998611
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.912704
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.829725
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.749572
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.672352
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.606423
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.542756
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.57357
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.625679
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.679726
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.735767
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888306
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174124
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482828
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817086
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180193
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.179556
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.137488
 (379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.097894
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.066687
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.03704
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.807016
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.780656
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.755756
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.732298
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.710259
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.94228
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.339919
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.241757
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.698068
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.682802
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.668876
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.89675
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.823404
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.752551
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.684115
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.618017
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.554184
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.562595
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.614567
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.668475
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.724373
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473922
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182241
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491577
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826582
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190529
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.170015
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.128001
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.087718
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.05547
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.027709
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.807233
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.780872
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.755972
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.732512
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.710474
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.95996
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.318984
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.231536
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.147068
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.065472
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.98665
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.910503
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.645223
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.635277
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.675536
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.630962
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.566944
ÿ(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.552912
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.604763
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.658548
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.714319
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48026
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190335
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500277
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836041
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200809
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.166533
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.119923
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.08137
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.048302
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.02118
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.808771
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.782405
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.7575
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.734036
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.711994
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.977853
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.335488
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.247763
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.163024
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.081167
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.002092
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.925705
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.851913
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.78063
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.711776
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.620788
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.58105
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.54451
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.596257
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.649938
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.705598
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486539
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198341
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508991
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84547
(379.76, 15.79, 279.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211064
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.165562
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.119139
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.078832
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.044352
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.019479
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.81163
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.785257
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.760342
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.736869
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.714819
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.995955
… (379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.35358
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.265549
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.180514
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.098372
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.019024
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.942368
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.86832
(379.76, 15.79, 279.11) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.796787
