¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32724
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51703
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53624
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70792
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08785
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86099
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15453
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22158
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.320757
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473828
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637375
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812012
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999192
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207141
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431019
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672665
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922044
•(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193569
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491026
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815363
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158623
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.543315
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968136
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.425696
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933884
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49473
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11936
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81818
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4083
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40133
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55035
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90138
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62503
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81579
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58634
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.30656
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458741
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621387
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79495
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981153
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187761
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410144
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649078
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896583
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16605
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461103
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782709
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122021
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503143
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.923779
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375625
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.878174
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43148
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04826
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73725
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29832
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26985
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39703
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72021
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39635
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48954
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18409
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29256
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.443902
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60562
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778131
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963349
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168638
”(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389552
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625852
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871518
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138954
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43165
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750358
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086056
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.463658
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.880202
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326491
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823543
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36951
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97866
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65811
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41959
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14167
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24774
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54418
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17466
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17518
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7948
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8657
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278753
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429303
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590078
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761551
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945779
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149769
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369237
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60298
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846844
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11228
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402664
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717971
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050718
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424856
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8374
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278286
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769972
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30881
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91053
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58074
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33169
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01669
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10237
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37304
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95967
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87206
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38316
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52366
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.265141
†(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.414909
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574755
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745211
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928441
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131155
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349201
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580462
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822556
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086019
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374138
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686141
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016002
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386725
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79518
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230989
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.717442
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24935
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84384
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50508
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24582
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08942
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96085
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20667
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75115
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57972
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98821
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29256
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251722
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400721
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559657
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72911
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911337
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112794
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329445
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558295
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798655
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060172
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346069
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654862
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981899
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349261
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753184
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184594
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665937
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19111
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77855
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4311
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16193
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99127
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82303
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04491
Œ(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54882
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2976
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60909
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10571
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.238496
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386737
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544776
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713247
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894464
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094687
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309966
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536477
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775137
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034736
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318455
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624131
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.948405
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312455
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711976
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139082
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615446
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13406
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71466
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35877
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07998
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89548
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68882
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88763
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35032
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02528
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24494
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92457
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.225464
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372957
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.530116
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697621
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877821
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076831
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29076
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515005
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751998
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009705
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291291
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593937
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915512
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276299
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671544
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09444
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.565946
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07819
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65212
…(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28806
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99993
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.802
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72429
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73463
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14265
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76229
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8949
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74891
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.212624
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.359382
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515675
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682231
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.861411
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059227
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27183
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49388
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729236
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98508
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264574
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564281
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88321
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.240785
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631882
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050661
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517426
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02348
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59092
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21893
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92172
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71078
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61642
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58584
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94143
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5082
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55829
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46427
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199976
(389.17, 7.02, 357.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346009
