¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062778
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02192
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98592
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02338
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21774
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48778
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6398
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80193
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150771
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82914
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13997
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47088
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82393
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98152
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21453
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63479
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08702
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57493
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10173
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6732
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29628
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9797
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72735
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11702
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09155
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12959
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32386
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60854
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72198
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8614
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149276
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86224
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17512
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50833
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86385
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9669
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25817
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68165
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13746
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62937
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16131
ï(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7379
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36582
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05304
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80927
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21396
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19535
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23801
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45914
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73239
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80707
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34068
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8958
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21078
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54632
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90702
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95483
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30251
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72927
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18874
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68474
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22171
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80374
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43759
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13066
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89236
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31285
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29472
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35128
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5974
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85938
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89503
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53383
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92988
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24703
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58668
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93587
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94727
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34756
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77766
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24087
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74104
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28271
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87075
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51067
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21066
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97947
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41361
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39609
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48381
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73858
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98959
ë(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98598
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6642
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96441
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28472
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62932
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90762
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99356
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39589
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82684
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29385
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79829
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34475
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93859
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58505
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29213
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06908
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51637
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50537
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61155
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86689
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12305
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17951
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69719
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99966
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32528
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67261
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8813
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04056
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4474
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88227
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.349
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85649
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40784
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00722
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66077
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37509
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72248
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62112
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63323
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74202
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98701
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26089
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39566
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7307
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0383
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36644
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71647
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85745
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08828
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49859
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93973
ç(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41131
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92029
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.472
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07703
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73732
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45957
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81894
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73628
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76365
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87525
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10976
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46248
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.767
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07747
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40817
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76099
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85393
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13672
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55057
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99564
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47464
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98875
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54589
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15161
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81491
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54558
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9172
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.859
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89668
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0113
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24467
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66957
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80435
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11717
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45046
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80612
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85181
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18589
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60334
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05242
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53678
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05835
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62138
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23377
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90217
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63451
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02728
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98102
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03243
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15026
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40077
à(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88224
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8422
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15741
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49334
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8487
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85106
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2358
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65692
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11009
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59903
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12803
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69817
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31737
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99353
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73475
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14875
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10549
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1619
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2954
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56026
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10073
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88052
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19823
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53677
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83167
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89078
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28645
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71132
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16866
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66226
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1965
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77627
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40244
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08654
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83686
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27256
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23244
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29155
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44776
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72327
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97734
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91934
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23954
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58083
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81647
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93873
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33784
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76653
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22813
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72648
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26608
é(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85213
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.489
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18123
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94087
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39865
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3619
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42532
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59645
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94087
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95869
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28142
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62548
