¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ù(337.93, 7.17, 372.29) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 10.80556
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.008023
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.017565
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.065633
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.115432
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.167015
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.304483
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.506754
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21373
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.25619
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.23237
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.39798
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.7135
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.53877
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.33781
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.22988
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.22164
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.27574
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.43333
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71791
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992053
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190203
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4029
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631767
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878646
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14574
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435533
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.351938
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.218593
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.123755
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.102047
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.081522
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.062167
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.063043
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.111844
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.1624
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.214764
É(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.338702
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.542959
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25994
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.7638
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.74102
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.98521
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.28233
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.37655
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.19085
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.09103
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.0829
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.13833
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.29288
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28292
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990708
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188771
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401341
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630109
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87684
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143776
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433301
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.430465
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.294529
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.180332
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.158441
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.137746
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.118228
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.110036
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.1596
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.210943
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.264119
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.373985
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.580301
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30686
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.30622
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.32986
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.59714
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.91549
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.23111
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.04905
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.95693
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.94891
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.00559
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.15724
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39142
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989422
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187368
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399852
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628469
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875109
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140615
Ö(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428463
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.512178
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.37352
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.240949
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.216829
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.195955
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.17627
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.158583
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.208941
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.261104
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.315127
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.410356
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.618805
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.90289
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.87995
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.9788
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.23168
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.65226
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.09079
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.91219
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.8274
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.81949
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.87736
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.02623
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68152
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988148
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186006
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398398
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626049
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87115
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136205
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423687
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.597221
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.455705
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.320434
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.277273
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.256216
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.236356
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.21768
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.259914
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.31293
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.367834
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.447834
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.658493
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.50403
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.48196
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.64732
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.88697
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.4001
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.95539
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.78011
Â(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.70229
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.69448
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.75348
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.89969
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10397
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986904
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184206
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395301
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622351
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867157
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131903
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73138
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.541226
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.403119
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.339848
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.318599
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.298559
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.279712
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.312566
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.366471
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.422292
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.486441
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.69939
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.13084
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.11627
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.33388
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.56136
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.15837
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.82472
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.65261
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.58142
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.57371
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.6338
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.77746
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54696
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98575
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181048
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391925
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61871
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863233
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127639
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4144
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726366
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.630239
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.489147
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.404626
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.383178
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.362951
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.343929
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.366944
É(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.421776
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.478554
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.53734
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.741523
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.781
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.83009
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.0371
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.25335
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.92649
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.69862
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.52953
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.46466
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.45705
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.51817
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.65939
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0118
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984598
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179395
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388595
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61512
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85939
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123452
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409846
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721428
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.722907
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.578678
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.471684
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.450032
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.429613
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.410408
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.423103
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.478898
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.536671
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.596488
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.784917
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.45245
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.55853
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.75574
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.03298
(338.19, 7.24, 371.62) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.7039
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.5769
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.41072
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.35187
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.34436
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.40646
(338.19, 7.24, 371.62) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.54534
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50008
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98349
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178662
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385354
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61161
Õ(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85559
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119358
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405375
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716552
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.819407
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.671872
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.541109
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.519245
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.498623
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.479228
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.481095
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.537895
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.596707
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.657595
(338.19, 7.24, 371.62) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.829601
