¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30437
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03875
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26981
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526548
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699924
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885178
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084042
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299899
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532038
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775783
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044991
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342393
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661355
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002808
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369064
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768517
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205627
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693888
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22258
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82349
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49113
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22773
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05384
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00048
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06201
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3016
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90597
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92461
²(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2644
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525707
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698921
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884105
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082939
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298711
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53021
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773809
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043113
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340345
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658054
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998932
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364816
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.763087
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.199834
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.686401
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21427
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81051
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47933
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20655
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02526
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97043
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02199
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24012
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83251
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81323
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26127
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524934
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697993
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883111
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081914
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297606
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528499
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771961
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041337
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338412
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654916
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995258
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360787
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757923
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194319
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.67875
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20633
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79804
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46798
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18601
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99755
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93816
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98312
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2267
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76098
«(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70461
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15297
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524173
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697144
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882202
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080969
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296589
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526905
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770239
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03967
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336596
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651942
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991786
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35698
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753028
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189089
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671457
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19875
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78607
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45706
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16613
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9707
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90386
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94325
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17754
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69133
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59871
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02054
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523448
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696369
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881372
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080102
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295657
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525428
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768645
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038108
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334893
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649132
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988517
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353394
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7484
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18414
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.664524
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19154
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77461
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44659
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1469
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9459
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87059
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90294
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12977
­(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62352
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49545
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89155
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522793
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69567
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880624
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079317
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294812
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524069
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767178
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036654
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333307
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646483
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985447
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350029
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744035
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179472
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657943
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18469
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76365
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43657
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12831
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92288
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83835
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86384
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08336
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55755
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39523
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76596
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522211
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695048
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879959
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078611
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294052
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522828
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765838
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035306
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33184
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982582
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346887
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73994
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175087
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.65172
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17822
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7532
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42698
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11037
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9006
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80752
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82858
«(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03831
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46742
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31452
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64373
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521701
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694503
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879375
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077985
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293377
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521704
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764624
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034064
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330225
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641679
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979916
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343965
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736109
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170981
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.645853
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1721
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74325
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41666
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09306
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87906
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77875
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7946
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9946
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41116
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23612
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52478
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521261
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694034
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878872
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077438
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292789
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520697
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763537
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032928
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328246
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639524
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977453
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341264
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732545
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167157
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.640339
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16635
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7338
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40007
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0764
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85827
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75092
ª(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76169
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95222
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35655
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16003
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41911
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520895
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693642
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878452
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076972
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292288
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51981
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762579
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031901
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326417
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637529
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975191
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338317
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729249
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163614
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635182
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16096
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72485
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38414
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06037
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83821
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72403
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72985
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91115
(397.66, 13.95, 247.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30355
