¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28762
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54127
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51792
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.88495
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.72621
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.5801
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53054
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.62062
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.71428
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80501
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.89883
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61504
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445488
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.930331
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.506042
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.943257
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25451
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59001
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11018
Æ(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80602
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05945
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46172
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04278
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75885
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8739
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64436
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.61555
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.58947
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56608
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86873
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.71524
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56961
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.48756
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.57715
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.6683
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.758
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85128
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.94826
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459368
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947876
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526009
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948006
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25959
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65233
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13887
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02783
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13668
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54271
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11705
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84738
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.81844
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.41443
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.38365
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.35586
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01925
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85806
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70743
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.56192
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44726
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53638
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.62457
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.71378
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80657
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.90302
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.41675
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472635
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96461
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.545056
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.953027
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26495
Ó(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68498
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16764
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25304
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21297
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62268
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19036
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.91645
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.94675
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.24721
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.37115
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.1781
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.00886
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85301
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70246
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55703
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.41654
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.49828
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.58357
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.67233
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.76465
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86062
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.96034
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.485281
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.980521
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563169
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.958321
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2706
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71129
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19648
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4712
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28819
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70165
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26265
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02639
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51512
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.50512
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.61752
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17034
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.00665
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85085
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70032
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55492
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.41446
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.46041
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54527
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.63361
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.73895
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85862
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.98263
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.497295
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.995593
Î(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580046
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963887
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27654
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73765
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2254
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61558
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35491
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7794
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85802
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.81427
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.57419
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54298
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.51448
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17086
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.52973
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85485
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70485
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55994
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.41997
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.44539
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55334
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.66529
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.78134
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.90162
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02625
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.508682
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.00982
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595639
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.969728
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28278
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76407
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25438
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7806
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43883
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85604
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.90256
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85623
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.63627
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.60499
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.57644
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26572
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.10349
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.94678
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.79538
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53811
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.50786
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.48875
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59729
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70984
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.82652
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.94744
Â(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07273
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.519423
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.023193
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610296
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.97584
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28931
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79054
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28342
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94583
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50061
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93141
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.96494
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.91358
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70142
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.67006
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64145
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.63805
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.2008
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04257
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.88972
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.74206
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59943
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.53481
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64397
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75716
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.87451
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99611
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12211
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.58909
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529514
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035697
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.624006
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.982224
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29613
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81706
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31252
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11109
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57977
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0055
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04823
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99926
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.76968
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.73825
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70957
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.74004
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30213
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14233
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.98795
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.83883
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.69477
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.58361
¼(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.69343
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.8073
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.92535
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04768
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17442
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.33234
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53895
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047328
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636755
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988881
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30324
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84361
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41166
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26099
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63265
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07426
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63329
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09751
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.84112
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80961
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.78085
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.81548
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.4076
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.24615
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09019
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.93951
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.79397
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.65338
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.74569
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86029
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.00451
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15978
(380.61, 14.69, 269.20) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.3205
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.547726
(380.61, 14.69, 269.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.058074
