¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.3834
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515091
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8361
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178181
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552837
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980692
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455291
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964515
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36729
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80568
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28456
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87259
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8708
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1689
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34443
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03787
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.1171
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.15252
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.1293
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.10929
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.09245
™(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07878
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.06828
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.06092
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.05672
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.05566
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.05774
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.06296
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467193
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698175
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947366
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218181
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514632
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837078
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179236
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560627
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989447
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464978
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991657
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39679
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83784
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31972
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8483
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73195
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00051
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22421
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20374
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.7114
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6855
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.66275
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64312
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.62661
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61319
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60287
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59562
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59146
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59037
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59236
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59742
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469671
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700853
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950244
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220051
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514135
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837161
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180305
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56846
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998158
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474651
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00606
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42689
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87061
œ(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35557
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88768
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59559
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83553
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10602
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26044
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.267
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.24161
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2193
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.20004
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.18384
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17066
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.16051
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.15338
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14926
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14815
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.15005
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.15495
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472114
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703519
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953107
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223143
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516156
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836577
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186192
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576275
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00676
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484262
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01684
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45751
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90404
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39215
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90008
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44683
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67392
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98977
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68882
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.84416
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81926
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79737
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77847
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76256
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.74962
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.73964
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.73261
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72853
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.7274
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72922
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.73397
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474566
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70611
–(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955932
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226222
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519485
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838799
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193266
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584025
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015334
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493813
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02751
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48879
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9381
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42943
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88499
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34883
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51123
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87551
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.46887
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44145
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41701
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.39552
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.37697
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.36134
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.34862
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33881
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33188
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32785
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.3267
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32843
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33306
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476969
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708717
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958761
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229225
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522797
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836592
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183089
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591714
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023896
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503304
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0381
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5206
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97281
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4432
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87075
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33345
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33549
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76312
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.08445
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05754
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.03355
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01244
›(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.99422
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.97886
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96636
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.95669
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.94987
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.94588
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.94472
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.94638
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.95087
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479368
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7113
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961522
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232273
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526086
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830069
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165066
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579996
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032341
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512764
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04864
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55306
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00819
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43074
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85732
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3189
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16383
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56483
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71767
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.69124
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66768
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64694
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.62903
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61393
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60163
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59212
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58539
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58144
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58027
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58186
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58624
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481744
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71387
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964299
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235272
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526696
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823581
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146962
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559975
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01845
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522101
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05914
¡(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58609
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02444
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41901
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84468
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30523
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99611
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35946
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36741
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34144
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.31828
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.2979
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.28029
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.26544
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.25334
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24397
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23734
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23343
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23224
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23377
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23803
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484088
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716402
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967012
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238214
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520778
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817181
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139172
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53991
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996141
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505347
(325.87, 7.20, 389.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06954
