¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (379.47, 16.22, 287.19) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 3.555901
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.445751
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.441569
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561538
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853162
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173021
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524986
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826336
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154065
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609088
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064474
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412485
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789783
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.915381
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.907948
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.900984
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.894485
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.888445
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.882859
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.877724
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.873035
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.868788
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.864982
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.861612
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.598772
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.736438
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.883352
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040455
ç(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.208789
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389623
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584324
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.569609
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.564885
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.56085
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.557502
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818386
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134849
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483273
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784575
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108665
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511513
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989963
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332043
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702654
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.899778
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.892406
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.8855
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.879055
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.873068
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.867532
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.862445
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.857801
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.853596
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.84983
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.846498
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.584641
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.721399
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.867281
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.023278
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.190366
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369828
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562992
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771474
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.691268
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.687404
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.684245
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.711335
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097305
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441875
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743706
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064204
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416431
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917429
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253742
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.89256
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.884775
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.87746
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.870609
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.864218
á(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.858281
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.852793
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.847751
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.84315
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.838987
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.835258
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.831962
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.570699
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.706508
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.851428
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.006289
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.172208
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350297
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541965
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748749
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96762
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.821893
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.818952
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.816732
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060374
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401186
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703727
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020793
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3664
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846788
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.886284
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.878083
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.870357
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.863097
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.8563
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.849959
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.84407
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.838628
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.833629
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.829069
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.824945
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.821254
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.817991
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.55689
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.691844
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.83575
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.989574
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154281
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331049
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521234
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726264
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940483
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177388
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43729
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717379
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024029
î(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361171
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664615
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978337
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320112
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768209
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.872324
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.864182
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.856511
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.849305
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.842559
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.836266
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.830423
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.825025
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.820068
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.815547
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.81146
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.807803
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.804574
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.543286
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.67733
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.820302
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.973035
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136568
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.312037
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.500757
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701533
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913796
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147945
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407447
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684777
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988321
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321848
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626361
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936802
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274869
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.882436
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.85893
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.850843
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.843225
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.83607
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.829372
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.823127
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.817328
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.811972
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.807054
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.802571
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.798519
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.794896
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.791698
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.529829
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.66303
×(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805052
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956717
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.119081
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293268
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.480597
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677162
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887513
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118879
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378041
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652706
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95317
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283217
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588974
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896256
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230701
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59606
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.94879
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.868061
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.830488
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.823382
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.81673
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.810529
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.804771
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.799456
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.794576
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.790129
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.786111
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.78252
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.779352
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.516537
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.648892
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.789961
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.940648
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.101859
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274786
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459813
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653191
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861645
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090281
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346866
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621186
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918649
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245235
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552439
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85656
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187527
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548889
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889391
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 3.019828
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.935872
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.856873
â(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.804621
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.798461
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.792745
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.787467
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.782623
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.778211
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.774225
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.770664
(379.48, 16.44, 288.43) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 2.767525
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.503434
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.634958
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.77509
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.924739
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.08488
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25654
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437887
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629584
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836192
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062113
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316193
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590177
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884694
(379.48, 16.44, 288.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207886
