¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(373.55, 9.62, 324.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.40938
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750655
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076795
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424454
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804797
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222589
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683487
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1941
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6239
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0933
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60788
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11959
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80348
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57136
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41659
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09376
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65343
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85367
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.988
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12704
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27096
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41997
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57421
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73393
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89926
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07049
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24782
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42579
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79261
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44228
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14412
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464373
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768911
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09606
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445522
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827883
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247993
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711601
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22573
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68004
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15468
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67528
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16358
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84568
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61889
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58511
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27902
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73013
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98888
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12573
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26741
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41409
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5659
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7231
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88583
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05431
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22882
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40489
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5841
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83901
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49214
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19786
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481065
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787036
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115247
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466476
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850908
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273341
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73967
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25695
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73688
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2169
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74367
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22663
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88828
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69934
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75838
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46968
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80941
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10366
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26811
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41251
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56202
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7168
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87703
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0429
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21474
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38908
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56539
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.748
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93715
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54509
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72429
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497616
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805123
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134361
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487411
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873857
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298616
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767647
ÿ(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2881
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7945
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27999
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80332
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2908
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9312
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81845
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93649
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60683
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8913
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18876
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4152
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56247
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71492
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87278
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03619
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2054
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37823
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55178
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73152
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91763
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11046
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60112
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07442
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514148
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823064
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15344
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508276
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896735
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323856
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795572
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31922
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8529
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34396
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86335
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35609
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97452
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93661
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1197
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68818
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97581
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27664
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56719
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71744
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87301
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03406
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20081
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37218
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54312
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7201
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90337
ÿ(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09323
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2899
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66039
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43892
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530551
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840921
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172432
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52902
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919522
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348982
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823456
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35022
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91206
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40882
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92445
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42253
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01816
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05374
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30812
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7721
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06301
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36739
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.686
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87765
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03642
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20082
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37093
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53936
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7137
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89425
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08128
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27497
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47569
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72286
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82206
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54683
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858674
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191373
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549738
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942285
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374063
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85122
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38119
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.972
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47455
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98659
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49018
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0622
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16973
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50196
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85868
‰(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15303
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46099
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78348
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04322
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20543
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37331
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54036
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71222
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89021
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07452
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26542
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46317
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66809
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88045
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563019
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876269
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210212
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570322
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964915
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399045
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878903
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41202
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00773
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54124
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04975
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55899
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11523
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28444
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66312
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94798
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24584
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55757
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88408
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21443
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38013
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54612
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71559
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89111
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07286
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26108
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45604
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65806
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86737
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08431
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579065
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893797
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228951
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590863
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98745
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423916
(372.62, 9.66, 324.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906487
