¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€ (389.98, 13.82, 251.64) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 5.318141
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721252
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048728
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403298
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79531
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234214
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720703
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30503
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97544
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74106
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67045
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76878
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2457
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26888
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58408
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.902024
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.031197
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.168168
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.313587
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468329
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633164
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80917
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993594
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188078
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396594
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62065
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86206
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122852
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405375
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712417
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040455
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394262
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782011
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21744
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702127
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2786
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94541
´(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70668
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62523
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71534
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18382
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16004
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3013
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.899468
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.02847
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.16527
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.310546
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465062
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629709
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805472
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988659
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18276
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390922
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61458
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855495
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11576
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39769
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704064
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032698
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385786
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772696
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201408
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684319
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25302
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91642
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67344
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58135
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66358
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10729
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05414
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06835
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28119
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897015
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.025947
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.16256
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307688
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462004
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626461
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802017
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98621
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177764
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385548
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608793
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849291
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109039
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390438
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696183
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025442
¶(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377867
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764007
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188896
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667271
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2283
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88836
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64132
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53883
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6134
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02652
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9512
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89714
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68239
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.89477
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.023544
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.160029
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304996
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459153
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623435
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798766
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984145
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174713
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380488
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603346
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843436
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102725
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383579
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68874
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018707
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37051
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755919
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180036
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650993
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20442
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86125
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61032
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49764
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5648
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94797
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85104
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73089
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11555
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.892688
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.021306
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.157685
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.302511
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456506
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620585
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795728
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982352
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172797
¶(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37674
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598264
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837933
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096775
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377117
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681724
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012477
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363675
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748466
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171825
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639714
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18135
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8351
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58043
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45775
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51777
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87156
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75371
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56946
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67622
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890723
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019261
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155526
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300191
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454047
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617966
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792947
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980103
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171155
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375004
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59375
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832747
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091171
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3711
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675187
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006682
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357425
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741601
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164257
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631357
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15911
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80988
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55157
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41913
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47233
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7973
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65903
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41273
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1544
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77169
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.888947
²(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017358
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153506
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29804
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451781
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615538
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790346
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977332
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16982
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373552
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592211
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827936
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086021
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365475
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669061
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000021
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3517
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735366
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157342
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623707
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14411
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7856
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52386
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38181
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42835
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7276
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56705
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26054
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62673
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24894
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.887312
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.015621
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15168
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.296131
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449717
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613375
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788028
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974817
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168758
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372433
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826165
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081184
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360245
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663421
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993816
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346543
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729701
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15113
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616836
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13408
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76229
»(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49717
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34574
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3859
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66908
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48059
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11271
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54906
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78487
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.885828
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.014087
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150024
(389.80, 13.70, 252.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294363
