¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.434981
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28708
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79804
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55501
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74298
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42567
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05622
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47685
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28308
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94559
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04731
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1533
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26367
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37846
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49783
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62188
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75072
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88447
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02326
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16726
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31651
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523357
ƒ(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78952
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074826
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379732
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7133
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079689
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490874
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981142
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533025
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15878
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76473
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22666
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73187
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3683
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53153
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29536
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02083
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39346
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40987
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26219
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82466
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42256
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01599
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12801
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24453
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36565
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49144
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6221
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75767
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89831
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04418
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524096
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790285
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073111
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377852
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711212
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077416
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487668
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977582
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528998
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15424
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71023
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16725
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66686
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21515
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3716
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99875
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81617
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88018
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94742
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0178
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54998
ƒ(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59256
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37335
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94978
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00002
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11833
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24126
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36892
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50141
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6389
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78148
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52477
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790925
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071285
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375819
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708992
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074973
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4842
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97368
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524592
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14921
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65666
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11041
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60734
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16414
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3862
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71241
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61853
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68079
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74616
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81467
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88644
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96144
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03977
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71435
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83091
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50673
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09931
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12457
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25416
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38862
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5281
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525373
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789997
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069286
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373657
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706665
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072386
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480432
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969433
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519797
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14375
…(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61099
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06158
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55392
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17548
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39996
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43578
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4276
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4882
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55183
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61857
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68845
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76159
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83797
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91772
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00089
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08753
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89471
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08966
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66745
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1471
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28363
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525872
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788087
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067174
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371398
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704135
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069597
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476366
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964869
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514645
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13785
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56693
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01357
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50144
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18588
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4128
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16904
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24316
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30214
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36412
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42915
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4973
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56861
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64314
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72098
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80218
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88677
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97493
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06661
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16199
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11609
…(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26711
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526238
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786021
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064946
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368918
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702723
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069539
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471962
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959949
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50907
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10851
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52355
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96635
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44982
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19535
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42478
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92339
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96146
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12237
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18277
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24621
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31267
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38225
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45502
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53102
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61033
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69303
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77915
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86881
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96206
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05902
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15974
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526504
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784135
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06405
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369195
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703116
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069963
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467284
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954668
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503122
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06758
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4809
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9199
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39906
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20392
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43194
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68552
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67709
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9487
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00756
„(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06943
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1343
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20226
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27332
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3476
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42512
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50594
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59018
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67788
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76913
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86399
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96256
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527836
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784308
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064241
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369408
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703307
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070212
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462602
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94912
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496829
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02726
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43897
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87423
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34918
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21149
