¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(352.21, 8.99, 315.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41901
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916877
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258912
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637763
§(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059574
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532034
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064754
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669995
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3635
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07528
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76372
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31952
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.348916
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.426066
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.50739
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.593219
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.683918
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.779892
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.881596
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.989536
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.10428
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.226471
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.35683
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.49618
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645454
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805723
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978215
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164349
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365775
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58442
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822546
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605213
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915361
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257259
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635897
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057462
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529708
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062135
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667021
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36004
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06433
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78839
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39186
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.348695
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.425834
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.507147
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.592962
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.683646
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.779605
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.881293
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.989214
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.103939
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.226108
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.356443
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.495767
´(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645012
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805248
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.977704
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.163798
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.36518
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583774
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821841
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604344
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914469
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256255
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634776
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056235
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528288
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060529
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665189
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35797
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.055
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78566
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45353
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.348621
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.425756
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.507064
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.592875
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.683555
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.779508
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.88119
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.989105
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.103824
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.225986
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.356313
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.495627
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.644863
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805088
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.977531
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.163613
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.364979
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583555
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821604
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60409
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914171
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255899
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634374
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055792
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527815
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060016
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664583
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35728
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04724
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77682
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48452
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.348693
˜(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.425832
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.507144
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.59296
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.683643
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.779602
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.881289
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.98921
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.103935
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.226104
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.356439
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.495762
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645007
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805243
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.977699
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.163793
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365174
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583766
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821834
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604349
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914459
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256206
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634759
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056225
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528273
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06053
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665175
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35798
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04112
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76984
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51765
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.348911
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.426061
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.507385
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.593214
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.683911
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.779886
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.881589
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.989529
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.104274
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.226464
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.356822
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.496172
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.645445
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.805713
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978204
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164338
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365763
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584406
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822531
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605196
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915358
°(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257255
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635863
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057429
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529657
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062099
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666943
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36002
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03657
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77536
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55305
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.349275
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.426444
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.507788
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.593638
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.684359
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.78036
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.882091
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.990061
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.104837
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.227064
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.357462
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.496854
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.646176
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806497
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.979047
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165247
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.366747
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585474
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823693
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606583
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916882
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258902
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637712
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0595
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531979
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064687
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669956
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36342
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03362
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79217
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59065
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.349787
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.426981
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.508353
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.594234
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.684988
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.781024
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.882793
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.990806
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.105628
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.227905
¬(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.358358
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.497812
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.647201
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.807597
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.98023
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.166523
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.368126
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586971
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825323
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608507
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919009
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261243
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640321
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062396
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535228
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068381
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674121
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36822
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03222
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81085
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63054
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.350443
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.427672
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.50908
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.595
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.685797
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.781878
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.883698
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.991763
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.106646
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.228987
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.359512
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.499044
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.648519
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.809011
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.981751
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.168163
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369901
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588897
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827421
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088161
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921722
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264265
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64365
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066141
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539391
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07307
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679485
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37436
(351.85, 8.92, 314.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03394
