°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36878
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.176065
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.357564
‘ (381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.553111
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.764368
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.993263
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.242059
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.502501
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.732636
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.984231
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.290859
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.626837
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.996529
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159273
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712298
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33243
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07151
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95628
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94391
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30323
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51018
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83124
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.320416
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.442468
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.572316
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.710709
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.858488
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.016613
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.186178
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.368435
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.564829
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.777035
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.006996
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.257
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.519457
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.750861
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.001641
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.309875
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.647689
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670586
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193328
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746358
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3711
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12205
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01467
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00013
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38475
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48993
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81036
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28524
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.327399
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.449883
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.580205
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.719117
“ (381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.867467
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.026223
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.196485
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.379518
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.576777
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.789951
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.021003
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.272239
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.536902
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.769614
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.020593
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.329412
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.669118
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701542
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224978
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781322
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41075
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17382
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0675
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05779
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50786
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47305
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79303
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12548
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.334508
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.457434
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.588239
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.727681
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.876614
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.036012
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.206987
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.390811
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.588954
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.803119
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.035286
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.287783
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.554841
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.788898
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.041384
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.349477
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.691132
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733107
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256776
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817104
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45524
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22678
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12174
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11695
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65252
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45948
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77905
‰ (381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11116
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50982
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.341745
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465121
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.596419
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.736401
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.885929
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.045983
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.217685
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.402318
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.601362
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.816538
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.049845
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.30363
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.573275
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.808725
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.062762
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.370071
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.713734
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765335
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289343
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853813
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50366
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28095
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17735
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1776
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11873
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44922
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76857
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10033
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45302
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.349109
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.472943
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.604743
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.745276
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89541
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.056135
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.228578
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.414036
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.614003
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.830211
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.064681
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.319784
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.592211
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.829093
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.084732
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.391201
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.736931
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798216
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322641
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891363
« (381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5532
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3364
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23444
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2398
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12382
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44236
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76147
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14551
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69568
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.3566
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.480902
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.613214
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.754309
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.905061
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.066469
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.239669
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.425969
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.626875
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.844139
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.079796
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.336243
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.611655
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.850011
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.1073
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.412875
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.760728
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831797
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356745
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934401
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60388
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39308
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29297
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32872
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13162
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43879
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85249
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3433
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97559
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.364218
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.488996
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.62183
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.763497
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.91488
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.076984
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.250956
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.438115
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.63998
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.85832
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.095191
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.353013
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.631608
» (381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.871486
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.130474
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.435094
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.785133
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866043
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391622
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979828
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65566
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45106
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35298
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4535
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13141
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5731
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04883
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58778
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.371963
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.497227
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.630592
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.772842
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.924869
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.087683
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.262443
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.450477
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.653321
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.87276
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.110868
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.370093
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.652081
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.893523
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.154258
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.457865
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.810152
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900995
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427299
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02623
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70865
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51036
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41454
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58135
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30664
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7681
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25189
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87245
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.379836
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.505594
(381.75, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.6395
