¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.01363
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41256
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95808
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49201
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63262
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30996
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48206
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66039
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84536
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0371
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23602
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50089
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66261
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78029
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90222
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02847
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15924
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2946
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43474
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57983
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73001
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88546
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06612
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897886
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220321
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554164
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870544
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212666
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624046
ƒ(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00914
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37891
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85696
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39038
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92848
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91629
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66631
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33344
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50612
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6851
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87063
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06308
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26269
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46803
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56748
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68521
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80564
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93038
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05954
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19328
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33173
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47507
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62342
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77702
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93684
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897023
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219404
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555284
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871757
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220063
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635576
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02231
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3931
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8331
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36837
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89928
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47278
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69976
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35883
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53212
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71178
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.898
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09118
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29154
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39214
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47722
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5777
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70468
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8358
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96343
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09559
‰(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23244
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37408
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52074
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67253
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82966
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896019
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218282
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556427
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872988
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230486
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647015
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03573
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40757
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80974
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34656
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87043
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44101
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73297
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38609
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56009
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74047
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92742
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12137
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23819
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31918
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40345
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49101
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59247
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72208
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85623
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99512
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13675
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2768
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42179
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57189
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72725
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894797
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216954
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557556
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874229
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240834
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658325
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04943
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42237
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82571
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32498
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84196
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40965
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76591
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41533
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59005
ˆ(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77114
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95896
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09194
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16899
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24912
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33258
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41933
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50949
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61189
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74418
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88119
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02296
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16973
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32169
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47495
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62863
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892623
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215471
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558762
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875502
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25107
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669559
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06344
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43748
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84208
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29989
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81385
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37867
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79861
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44649
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62201
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80396
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95311
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02629
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10255
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18195
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26461
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35058
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43991
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53271
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63604
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77117
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91104
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05588
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20577
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36095
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5216
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888692
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213766
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559959
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877836
…(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261223
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680716
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0777
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45288
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85874
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28688
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78612
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34817
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83104
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47964
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65598
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82134
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89085
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96333
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03889
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11758
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19951
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28469
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37321
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46521
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5607
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66497
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80304
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94596
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09389
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2471
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40563
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884549
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211904
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561213
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887033
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271274
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691717
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09224
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46855
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87574
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30361
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75873
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31805
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8212
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51477
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69199
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76238
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83124
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90308
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97799
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05596
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13718
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22161
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3094
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40062
„(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4953
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59361
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6988
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83994
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98601
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13721
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29379
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880208
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207634
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560097
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896164
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281226
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70265
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10703
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48456
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89305
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32084
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73171
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2883
(370.21, 7.05, 352.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77636
