¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440519
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01038
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20347
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29088
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38168
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47583
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57352
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6748
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77977
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489846
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743895
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019681
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320123
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639465
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983152
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360552
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781106
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161672
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509576
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886519
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31892
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15486
„(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46804
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86897
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40724
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67876
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82994
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98662
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14904
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31746
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49204
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67587
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88544
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09147
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17755
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26691
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35966
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45583
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5556
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.659
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49647
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751058
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027482
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328687
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646393
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990751
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368878
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78948
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148914
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495784
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890735
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32625
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12734
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43901
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80093
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33322
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59267
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74178
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89634
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05649
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22255
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39474
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57338
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76458
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97888
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06804
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15606
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24744
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3422
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44047
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54237
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503028
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758157
†(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035213
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337104
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653243
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998266
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377149
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797671
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13649
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498238
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897729
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33385
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10097
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41118
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73966
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26084
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50936
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65649
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80898
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96696
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13079
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30064
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47685
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65963
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85842
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96229
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04902
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1391
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23283
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33191
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43465
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509486
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765139
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042831
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344017
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659999
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005655
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385312
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804966
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13723
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50493
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905002
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87872
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07567
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38453
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71152
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19009
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42875
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57396
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72445
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88038
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04206
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20967
ƒ(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3835
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56386
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74629
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86375
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95143
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04242
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13677
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23463
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33606
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515829
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772052
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050338
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350105
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666675
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012996
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393342
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8041
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143632
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511873
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912565
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49687
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05153
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35901
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68461
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1209
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35075
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49416
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64273
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79668
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95628
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12174
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28614
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44187
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60322
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74702
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85011
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95094
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04415
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1408
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.241
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522105
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778836
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057738
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356144
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673272
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020198
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398181
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799473
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150276
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519106
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920451
…(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7387
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02846
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33471
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65893
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05325
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27535
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41698
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56372
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71576
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86423
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00658
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15401
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3067
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46491
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62876
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73013
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83519
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94396
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05036
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14938
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528263
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785529
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065016
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362105
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679774
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027349
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386066
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79183
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157204
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526593
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928596
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71785
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00648
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31156
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63447
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98712
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20244
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34235
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47672
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60698
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74185
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88151
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02617
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.176
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33122
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49208
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61425
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71755
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82461
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93543
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05024
€(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5343
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792132
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072181
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367982
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686183
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022213
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373962
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783943
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16435
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534375
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93705
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69799
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98554
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28953
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61124
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95224
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12025
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23961
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3631
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.491
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62339
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76054
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90252
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04959
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20194
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35985
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50226
