¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1111
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04971
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64319
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60289
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90165
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87568
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045989
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258113
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486666
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73359
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001632
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296157
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617189
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969018
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927099
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373188
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879951
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46782
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12835
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83232
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63338
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58697
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71718
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05511
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64172
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6266
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91182
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94062
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045981
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258106
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486657
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733582
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002562
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297031
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618145
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.970068
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926722
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372795
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877356
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46493
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12777
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83167
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63262
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59072
À(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72157
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05986
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64028
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61793
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92174
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045969
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258092
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486644
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733567
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003469
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297887
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619081
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971096
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358518
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372385
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874731
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46193
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12518
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.831
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63188
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59434
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72586
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05262
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63885
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60699
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93136
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04595
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258071
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486621
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733543
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004351
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298719
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619994
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972095
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359623
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788129
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872015
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45888
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1217
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83037
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63113
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59789
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73004
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04518
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63741
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59574
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94076
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045925
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258045
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486593
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73351
§(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005191
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299533
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620884
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973073
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360701
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789325
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.264373
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45571
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11811
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82969
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63209
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60134
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73408
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03748
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63599
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58416
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94988
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045895
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258012
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486557
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734037
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005921
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300329
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62175
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974027
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361752
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790491
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26465
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796986
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11442
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82906
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63496
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60466
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73364
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02961
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63456
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57223
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95873
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045858
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257973
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486516
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734784
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00663
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301103
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622598
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974956
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.362778
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790642
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.264894
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797258
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39618
¬(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82843
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63775
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60794
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73264
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02148
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63316
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96736
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045815
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257927
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486465
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735508
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007322
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301854
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62342
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97586
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363776
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790374
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265102
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797492
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39644
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07426
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64046
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61106
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73164
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01317
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63176
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54746
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97567
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045766
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257874
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486409
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73621
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007992
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302586
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624223
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976739
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364744
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790103
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265277
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797689
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39667
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07491
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64308
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61413
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73065
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00467
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63034
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5346
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98373
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045712
ˆ(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257816
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486345
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73689
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008646
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303298
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977593
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365687
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789827
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26542
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797849
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39685
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07552
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84788
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61702
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72968
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99592
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62895
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52778
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9915
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045649
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25775
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486533
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737546
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009277
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303986
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625753
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978423
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366601
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789547
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26553
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797971
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39698
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07608
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84853
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74029
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7287
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98813
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62756
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53369
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99901
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045583
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257679
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487118
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738181
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00989
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304654
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626485
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979225
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367487
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789285
ƒ(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265606
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798056
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39708
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07661
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84914
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7401
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79788
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98697
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62619
(337.66, 7.51, 335.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53937
