¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(336.12, 7.49, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689564
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762576
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203142
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731367
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35575
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03494
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57963
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01281
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49205
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05084
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07019
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93444
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16385
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4455
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392395
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859941
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116426
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393207
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68538
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002854
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364966
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764207
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20496
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726827
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35063
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01761
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5864
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02015
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50571
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06578
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86201
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23108
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1544
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43377
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392375
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621199
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858796
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115204
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392672
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685202
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002951
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366425
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76586
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206797
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722115
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34527
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00059
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58368
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02819
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52013
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08156
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17475
‚(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46297
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11114
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42212
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392337
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62017
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857679
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113983
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391371
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685087
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004311
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367924
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767469
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208566
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717229
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3397
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98387
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5651
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03708
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53537
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0982
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15992
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16059
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03259
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40384
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392264
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619133
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85659
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11279
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390059
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684957
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005645
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369362
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769117
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210359
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712157
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33394
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96743
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54684
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04673
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55135
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12542
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14592
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00565
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95316
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37992
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392147
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6181
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855464
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111584
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388765
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684929
€(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006997
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370845
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77071
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212162
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706907
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32796
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95129
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52893
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0572
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56817
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17281
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13279
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99095
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87292
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35587
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392009
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617099
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854391
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110431
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387474
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6849
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008326
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372319
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772328
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213938
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703892
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3218
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93544
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51131
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06847
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5987
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22122
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12051
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97721
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7919
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33167
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391877
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6161
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853305
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109239
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386196
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684947
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009657
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373759
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773946
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215713
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705859
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31544
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9199
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49404
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08377
†(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64357
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27071
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1091
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96445
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71008
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30737
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391696
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615093
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852232
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108097
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384934
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685017
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010968
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375205
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77551
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217473
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707808
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30887
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90467
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47713
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11646
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68941
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32133
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09853
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99467
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62758
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28295
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391497
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614098
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851155
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106941
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38371
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684065
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012281
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376656
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777114
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219218
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709772
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30208
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88972
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46054
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15904
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73622
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38997
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0888
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07615
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52147
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25843
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391287
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613118
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850091
†(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105781
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382459
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682731
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01361
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378085
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778714
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220981
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711704
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29509
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87505
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44427
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19268
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78403
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55184
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07992
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15202
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40427
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2338
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391016
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61214
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849048
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104666
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381259
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681769
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014876
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379507
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780262
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222693
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713656
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28793
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86068
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45041
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21009
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83286
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71688
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12392
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18958
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28759
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20909
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390719
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611197
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848027
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103536
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38004
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682986
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016199
(336.12, 7.50, 351.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380959
