¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢ (391.05, 14.91, 305.48) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 12.16327
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165157
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525779
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126171
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870699
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76078
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81672
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16019
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36005
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39472
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70435
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82769
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10768
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58992
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26945
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172511
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533941
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127147
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871906
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8066
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75121
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04895
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20852
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29769
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59991
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70801
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.97651
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42894
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10081
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179447
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541637
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126715
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871348
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847115
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67292
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93804
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06036
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20118
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49608
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58928
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84148
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27786
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91582
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95066
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186023
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548904
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124845
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8691
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784445
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54747
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82749
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93092
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10527
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3918
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4833
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70603
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1282
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.77254
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64162
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192185
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555718
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12155
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865202
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711219
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4195
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34615
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80214
ú(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00999
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31646
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3684
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58162
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97577
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.59879
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33977
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194608
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562112
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116845
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854786
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674152
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28923
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.987
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67404
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90872
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26097
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25126
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4651
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82893
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.42694
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19948
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183156
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568059
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110718
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822619
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635609
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15693
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88924
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54669
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7415
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20318
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13509
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33676
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69528
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25757
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06477
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171161
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573537
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103177
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789201
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595633
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02289
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78928
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4197
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5762
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14202
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01735
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20455
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56277
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.10292
Š(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83197
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15863
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562119
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07957
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754595
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554228
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88847
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68737
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2801
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41287
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08311
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88109
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07136
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41798
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94978
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60108
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145605
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547512
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049231
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718826
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511532
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78038
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58362
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16122
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25157
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03642
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73891
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93532
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26609
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.79815
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42967
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9083
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132086
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532384
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01792
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681967
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467507
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6704
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47819
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99646
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09219
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99649
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59848
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78074
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11047
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.63159
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26516
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53229
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118073
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516683
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985681
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64405
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422232
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55873
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37121
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78731
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95199
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95132
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47409
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62126
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95671
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45205
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10245
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27494
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87842
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103574
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500441
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952538
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605083
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375772
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44555
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25967
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58168
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83138
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90741
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33226
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47803
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77965
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2749
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7703
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86525
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79419
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088603
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483685
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926636
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565095
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328144
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33099
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07808
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37954
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71171
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83228
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17736
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38231
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61413
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10013
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69906
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47032
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63834
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073173
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466397
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907161
•(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524155
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279424
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21531
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87128
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18093
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59298
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6944
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02465
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21807
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50481
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91016
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47339
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38194
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21811
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057297
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44861
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887137
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482317
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229656
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12308
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66835
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00138
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47517
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55785
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87951
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04392
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39629
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78428
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24531
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35901
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11281
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99923
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040901
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430337
(391.86, 14.84, 305.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86654
