¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(343.25, 7.29, 364.50) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.255695
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.884177
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.910997
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.938783
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.976203
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.065823
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.160211
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.259737
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.364808
(343.27, 7.23, 364.47) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 6.821177
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.238009
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.226396
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.669029
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.136848
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.7098
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.045997
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.376331
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.745915
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.162114
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.38881
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.614194
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.85497
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.055548
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.051537
ì(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.048732
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.04294
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.131299
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.130013
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.182618
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.020765
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.820248
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.845455
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.871579
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.898646
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.95413
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.042662
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.13588
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.234146
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.337857
(343.27, 7.23, 364.47) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 6.696629
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.249378
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.397109
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.809252
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.307517
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.661939
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.949564
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.268957
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.625637
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.906381
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.101466
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.309016
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.530221
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.619973
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.616009
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.613189
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.534479
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.197071
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.141092
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.140422
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.727243
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.783344
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.807904
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.833359
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.859738
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.93254
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.020013
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.112094
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.209136
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.311526
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.273829
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.261446
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.520578
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.957734
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.325048
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.577687
é(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.85641
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.165421
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.485355
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.655725
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.836336
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.028101
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.232045
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.230104
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.2262
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.223379
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.087643
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.788096
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.513774
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.15218
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.466825
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.747544
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.771481
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.796298
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.829196
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.911422
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.997867
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.088843
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.184696
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.522618
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.286643
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.274223
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.650788
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.027218
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.25084
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.496141
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.766389
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.065537
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.26482
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.423285
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.590985
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.768714
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.884035
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.879166
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.875329
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.872523
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.691932
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.424109
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.177785
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.164629
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.234247
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.771913
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.755244
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.760353
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.809477
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.89077
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.976214
ë(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.066117
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.160814
(343.27, 7.23, 364.47) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 6.372856
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.300177
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.379258
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.762097
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.961386
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.178889
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.417186
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.679357
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.919359
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.059398
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.207171
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.363307
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.5285
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.566396
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.561646
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.55788
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.555097
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.339092
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.098118
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.875637
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.177777
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.177725
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.020365
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.999105
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.783569
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.790188
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.870574
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.955047
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.043905
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.137481
(343.27, 7.23, 364.47) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 6.267915
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.314443
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.500215
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.703323
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.89746
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.109109
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.340712
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.595183
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.736537
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.867626
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.005763
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.151503
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.283255
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.277677
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.273042
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.26935
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.258623
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.022575
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.804523
è(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.602516
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.869567
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.191584
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.958735
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.937728
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.91763
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.813848
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.850827
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.934354
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.022199
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.114685
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.342719
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.329453
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.47187
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.646175
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.835369
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.04141
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.266615
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.448254
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.56523
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.688207
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.81763
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.953989
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.019557
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.01413
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.009611
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.005992
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.951062
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.737084
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.538757
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.354457
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.647602
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.206166
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.899318
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.878557
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.858694
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.861298
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.846148
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.91413
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.00099
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.364471
(343.27, 7.23, 364.47) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 6.070704
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.345217
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.420498
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.590594
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.775045
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.975714
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.189396
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.294329
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.404414
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.520018
ì(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.641534
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.769402
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.777926
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.772647
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.768238
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.764694
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.673257
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.478312
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.297085
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.128206
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.445677
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.221482
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.842021
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.821496
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.801857
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.745698
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.895188
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.894365
(343.27, 7.23, 364.47) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.980268
(343.27, 7.23, 364.47) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.996443
(343.27, 7.23, 364.47) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.977988
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.361752
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.370476
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.536526
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.716424
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.911941
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.050354
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.149385
(343.27, 7.23, 364.47) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.253179
