¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.812717
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.135445
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.123217
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.111807
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.402782
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.796014
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.078086
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.467822
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.462192
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.457388
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.453403
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.45024
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.447892
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.446358
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.445638
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.445732
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.446637
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.448356
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.450891
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.454242
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.458413
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.463407
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.469226
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.475876
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.361023
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.233881
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.215639
¶!(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.198296
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.181839
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.166254
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.151528
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.137652
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.124613
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.112401
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.111957
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.439089
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.833383
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.089405
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.430425
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.424786
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.419968
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.415967
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.412778
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.4104
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.408832
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.40807
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.408117
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.408972
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.410634
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.413104
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.416387
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.420483
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.425395
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.431127
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.437685
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.466848
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.223691
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.205474
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.188156
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.171722
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.15616
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.141455
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.127597
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.114575
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.10238
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.159306
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.492884
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.870974
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.103937
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.429363
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.41197
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.395491
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.379911
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.376615
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.374207
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.372607
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.371807
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.371809
¶!(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.372612
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.374221
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.376631
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.379848
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.383872
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.388706
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.394355
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.400825
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.005473
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.214299
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.196107
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.178813
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.1624
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.146857
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.132171
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.118331
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.105325
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.093143
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.207386
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.547575
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.908782
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.167079
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.526003
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.508209
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.491345
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.4754
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.46036
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.446212
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.432947
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.420554
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.409022
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.398343
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.388509
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.379512
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.371346
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.364004
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.357481
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.358871
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.365254
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.080207
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.205698
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.187529
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.170256
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.153863
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.138339
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.12367
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.109845
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.096853
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.084685
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.256207
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.603178
»!(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.946803
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.232484
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.627012
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.608795
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.591528
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.575195
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.559787
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.545288
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.531688
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.518976
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.507142
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.496178
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.486076
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.476827
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.468422
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.460857
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.454127
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.448225
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.443148
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.812896
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.197883
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.179734
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.162479
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.146105
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.130598
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.115944
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.102135
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.089156
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.076999
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.305773
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.659705
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.985029
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.300248
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.732668
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.714005
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.696311
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.679571
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.663773
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.648901
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.634948
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.621902
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.609749
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.598483
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.588095
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.578577
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.569921
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.562119
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.55517
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.549064
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.543798
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.938756
±!(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.190847
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.172717
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.15548
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.139122
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.123629
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.10899
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.095193
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.082227
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.070081
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.356096
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.71717
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.023451
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.370466
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.84327
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.824135
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.80599
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.78882
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.77261
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.757347
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.743021
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.729616
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.717127
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.705542
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.694852
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.68505
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.676125
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.668074
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.66089
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.654567
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.082313
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.070429
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.184585
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.166471
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.14925
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.132906
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.117427
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.102801
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.089015
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.076059
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.083672
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.407182
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.775585
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.062063
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.453298
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.959142
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.939511
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.92089
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.903264
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.886618
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.870939
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.856215
¶!(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.842436
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.829589
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.817666
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.806654
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.79655
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.787341
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.779024
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.77159
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.765036
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.201024
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 7.20829
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.179092
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.160994
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.143785
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.127455
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.111988
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.097372
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.083596
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.07065
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.129345
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 5.459044
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.389354
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.374132
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.609129
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.080647
(416.97, 13.23, 329.16) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.060488
