¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(336.07, 7.19, 370.83) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 13.31315
(337.25, 7.23, 370.80) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.137422
(337.25, 7.23, 370.80) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.229379
(337.25, 7.23, 370.80) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.324608
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.30383
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.42592
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.55235
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.01267
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.49592
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447404
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674667
©(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917623
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169949
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399775
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646007
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910397
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195034
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502193
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834663
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195618
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588833
(337.25, 7.23, 370.80) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.27145
(337.25, 7.23, 370.80) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.248848
(337.25, 7.23, 370.80) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.227733
(337.25, 7.23, 370.80) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.251436
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.37989
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.62076
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.90361
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.20368
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.44095
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.72116
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.31129
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449353
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677721
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92089
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142443
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370358
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614487
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876567
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158607
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462856
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792045
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149332
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538388
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96355
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.931698
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.914646
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.89913
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.0092
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.25792
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.52093
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.92953
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.3468
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.50274
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.54795
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451315
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680749
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903758
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115317
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341397
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583449
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843248
ª(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122711
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424136
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750135
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103855
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488813
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.499892
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.481895
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.465376
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.467597
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.687822
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.920052
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.16524
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.71689
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.91366
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.3147
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.66196
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453254
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681845
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878705
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088601
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312816
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552868
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8104
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087382
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386044
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708932
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059071
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.212371
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.089788
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.072358
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.056344
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.181002
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.387377
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.604712
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.899014
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.51296
(337.25, 7.23, 370.80) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.69003
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.16128
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69735
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455142
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657174
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853978
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062228
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284666
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52273
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778089
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052591
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34851
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668364
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01508
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.733124
»(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.71486
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.697966
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.727679
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.912126
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.105926
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.309764
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.725564
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.31725
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.72999
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.01251
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.73233
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44768
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631561
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827362
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036125
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256936
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493035
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746245
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018379
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3116
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628451
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.407578
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.388539
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.370832
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.354445
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.485683
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.659421
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.841771
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.050106
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.558624
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.1293
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.54696
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.86821
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76688
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423934
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606355
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800513
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007504
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228603
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463798
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714885
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984675
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275293
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.137613
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.089721
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.071257
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.054075
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.101067
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.257561
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.421502
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.593393
½(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.906099
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.397863
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.21954
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.37049
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.72823
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80101
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400504
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581505
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774064
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979329
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198506
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433012
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68402
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951493
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.024424
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.815314
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.796138
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.778215
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.761529
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.89414
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.042194
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.197152
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.35947
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.7671
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.242971
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.05336
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.20029
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.59241
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.8347
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377421
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556974
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951515
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168807
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401276
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650487
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918308
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.562666
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.542818
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.524195
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.506782
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.564058
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.698295
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.838576
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.985277
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.217704
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.632875
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.093658
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.89299
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.03609
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.46062
¼(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.86796
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354657
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532831
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722276
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924125
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139601
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370014
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616993
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.331004
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.309011
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.289726
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.271623
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.263062
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.385215
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.512688
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.645799
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.784895
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.100326
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.503199
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.16815
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.15015
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.88423
(337.25, 7.23, 370.80) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.33271
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90075
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332194
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508979
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69693
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897155
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110803
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339231
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.256657
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.092753
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.072834
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.054077
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.036464
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.09913
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.215357
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.336569
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.463053
(337.25, 7.23, 370.80) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.631542
