¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.224211
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.868501
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.847831
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.8283
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.809895
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.7926
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.776402
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.761285
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.747244
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.734262
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.722331
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.711444
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.70159
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.05927
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.198523
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 10.69358
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.729877
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.719669
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.710635
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.702774
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.696075
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.690534
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.686148
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.682913
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.680827
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594632
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836493
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09787
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375578
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668887
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.921624
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.898596
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.876744
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.856052
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.836499
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.818074
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.800758
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.784542
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.769412
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.755352
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.742357
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.730415
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.719515
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.70965
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.139793
†!(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.225399
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.968044
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.957419
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.948008
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.939803
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.932798
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.926986
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.922364
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.91893
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.916679
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593292
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835045
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096312
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374242
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667426
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.930969
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.907913
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.886033
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.865314
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.845738
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.827289
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.809952
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.793715
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.778565
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.764491
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.751479
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.739522
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.728609
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.718733
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.221889
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.25215
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.222627
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.211551
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.201728
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.19315
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.185809
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.179702
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.174822
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.17117
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.168738
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591916
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833557
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094669
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372867
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665972
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.941371
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.918283
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.896373
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.875625
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.856021
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.837546
‚!(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.820185
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.803926
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.788755
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.774662
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.761632
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.749659
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.738732
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 6.728843
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.132925
(403.35, 14.87, 307.04) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.65326
(403.35, 14.87, 307.04) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.63047
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.495323
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.483757
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.473483
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.464496
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.456791
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.45036
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.445198
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.441301
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.438669
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590467
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832028
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093025
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371495
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664482
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982973
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.692301
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.667942
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.644876
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.359254
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.339426
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.320794
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.303343
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.287061
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.532631
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.518147
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.504836
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.492689
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.481695
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.775982
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.765218
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.755788
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.74768
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.740891
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.735418
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.731252
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 8.728392
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589023
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830441
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091294
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370149
İ (403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662993
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981359
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328613
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675947
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931473
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.372541
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.352679
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.334017
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.316538
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.30023
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51443
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87805
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.90434
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.88346
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.86584
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.09047
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.079166
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.069247
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.060699
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.053518
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.047697
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.043231
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.040118
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58752
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828806
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089536
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368776
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661526
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979734
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326848
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679382
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93511
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.386977
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.36708
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.348382
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.330872
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.314535
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 13.01677
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.99175
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.92964
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.90872
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.89387
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 12.91178
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.429803
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.417908
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.407444
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.398409
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.390789
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 9.384582
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585952
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827102
ƒ (403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087729
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367382
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660041
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97811
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325052
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683269
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939215
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.402572
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.382636
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.363904
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.346358
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.329989
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58875
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70836
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30874
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58335
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584339
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82539
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085866
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366002
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658525
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976468
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323266
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687577
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943813
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.419339
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.399362
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.38059
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.363008
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.346605
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62626
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73406
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37162
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64524
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582724
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82363
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083954
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364594
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657008
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974841
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321466
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692324
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948883
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.43729
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.417269
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.398455
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.380835
(403.35, 14.87, 307.04) (426.17, 14.16, 303.06) (8.74, 13.37, 16.98) Truck 7.364395
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66403
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77746
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79403
¼(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7061
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108286
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134877
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41471
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903481
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.392852
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.921899
