¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042607
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039918
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543741
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11578
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78869
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58521
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52724
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65741
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20972
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31416
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05789
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027532
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246209
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484504
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74275
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023509
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838742
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197811
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592739
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039205
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542928
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10773
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77618
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57417
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5056
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63619
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1685
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26775
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86317
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026489
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244654
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482821
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740924
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508817
æ(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836511
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19539
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590033
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038346
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541998
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10666
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76336
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56271
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4799
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61412
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12628
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20386
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6654
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025423
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243059
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481094
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739049
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506714
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834237
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1929
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587289
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037342
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540874
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10542
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75035
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54106
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45385
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5913
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08307
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12693
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46485
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02433
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241421
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479323
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20461
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504583
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831905
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190311
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58451
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036228
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539612
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10398
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73974
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51848
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42744
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56766
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03893
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04893
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26183
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023212
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239799
ı(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926792
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202555
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502388
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82945
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187654
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583373
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034927
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538185
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1024
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73154
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49555
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40074
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54328
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99821
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96997
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11063
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55639
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022071
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238468
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924904
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200509
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500138
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827005
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184954
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58209
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033521
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536607
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09668
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72378
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47239
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37369
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51814
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94884
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89006
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9556
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020905
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668742
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922915
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198377
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497807
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824473
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182168
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580713
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032022
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534889
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08752
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71584
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45571
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34639
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49223
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90106
„(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80927
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92489
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019715
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666901
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920904
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196196
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495446
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82187
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179323
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579242
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030348
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527246
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07818
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70764
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44629
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31876
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46105
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85341
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72763
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90675
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430003
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664971
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918855
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19398
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493017
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819218
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176417
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577594
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027168
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518837
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06874
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69921
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43667
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29083
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41913
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80493
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65118
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88406
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428192
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663044
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916755
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191714
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490527
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816491
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17345
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575864
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019572
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510349
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05918
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69056
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42679
‰(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27385
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37683
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75567
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52768
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85688
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426372
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661054
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914602
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189372
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488007
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813753
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170406
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571191
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011832
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501724
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04951
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68176
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41665
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25785
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33403
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70564
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34963
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15584
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424491
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659036
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912422
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186989
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485412
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810923
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167295
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564137
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004027
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492986
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03974
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6727
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40628
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23545
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29084
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65484
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17501
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422588
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656967
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910213
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184551
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482781
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808026
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160423
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556986
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996083
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484205
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02985
…(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66343
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39569
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21291
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26473
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60338
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00377
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420605
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654853
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907907
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182086
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480069
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804497
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153403
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549808
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988104
