¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô (437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993232
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938497
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395773
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714301
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05209
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40831
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79242
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20762
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43712
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85402
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65265
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66228
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219964
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437941
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672787
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926508
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201384
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49393
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808915
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152869
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529823
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94936
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387168
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705116
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04691
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40787
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79192
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20712
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36877
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88196
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67386
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58526
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223687
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441982
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677139
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931195
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206478
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498253
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813644
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158014
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536085
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961182
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379136
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696492
·(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03763
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40524
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79215
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20739
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29887
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88377
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6955
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51134
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227446
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445982
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681475
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935886
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211552
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502591
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818388
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163218
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546798
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97307
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371593
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688408
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02897
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3959
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79239
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20838
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22747
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87491
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71751
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44051
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23115
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450006
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685804
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94059
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21641
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506985
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823181
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170207
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557577
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984958
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364562
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680883
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02087
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38718
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78302
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26037
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15468
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75478
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71285
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36588
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234884
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454001
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690104
¶(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945257
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220478
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511409
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828003
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180012
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568362
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996866
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358061
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673898
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01336
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37911
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77428
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36966
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0805
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6357
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65154
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25297
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88394
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238603
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458024
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694449
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94995
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224542
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515838
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83537
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189828
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579205
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008849
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352065
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667507
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0065
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37172
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80246
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5344
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00506
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51767
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56127
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14453
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76885
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242347
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462003
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698766
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954627
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22867
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520318
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844369
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199656
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590054
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020857
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346622
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661632
³(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00021
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36495
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9175
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70396
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92844
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40072
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47269
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05137
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66307
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246051
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466012
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703095
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95928
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2328
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527866
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85336
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209557
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600922
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032872
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34165
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656336
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994505
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4271
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03523
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87853
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86417
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27648
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38728
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96159
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56851
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249773
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470026
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707427
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963975
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236978
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536144
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862384
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219459
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611814
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044029
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337236
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651606
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98941
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53441
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18928
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05828
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00627
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06178
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30503
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8751
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4661
É(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253485
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47402
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71171
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968642
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244546
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544427
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871405
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22933
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622696
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04034
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333309
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647393
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07821
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64417
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34821
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24343
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87423
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90122
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2259
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79197
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31476
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84906
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257171
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47802
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716035
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97326
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252131
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552681
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880483
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239275
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633638
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037169
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329887
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660976
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.17759
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.15403
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.13209
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.11176
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.09301
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.07582
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.0602
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.04612
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.03358
(437.41, 13.95, 288.37) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 10.02256
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260877
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481991
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720332
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977945
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257205
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560931
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889549
â(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249234
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644626
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034456
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327
(437.41, 13.95, 288.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752989
