¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(380.80, 14.22, 267.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.36102
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.33484
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.31831
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.30337
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.29
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.2782
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.26796
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.25927
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.25212
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.24651
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.24244
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.23989
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.23888
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.23939
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.24144
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.24501
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.25011
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18494
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400448
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631177
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790935
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959678
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138083
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32699
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527337
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740132
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966547
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221825
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501317
Ù(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008721
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00615
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.18924
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.16663
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.14563
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.12623
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.10841
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.09216
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.07745
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.06429
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.05267
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.04257
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.03398
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.02691
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.02134
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.01727
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.01469
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.01361
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.01618
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188128
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403869
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63622
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808395
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978057
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157478
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347528
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549077
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7632
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00052
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263809
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546321
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041186
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02013
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.25521
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.23466
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.21352
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.19398
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.17603
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.15966
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.14485
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.1316
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.11989
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.10971
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.10106
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.09393
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.08832
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.08421
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.08162
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.08053
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.08094
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191297
Î(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407307
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639908
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826234
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996896
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177377
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368561
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571372
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792095
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040547
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306634
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592281
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073025
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04914
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.32574
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.30515
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.28386
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.26418
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.2461
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.22961
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.21469
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.20134
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.18954
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.17929
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.17057
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.16339
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.15773
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.15359
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.15097
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.14986
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.15027
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194477
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410708
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6436
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844522
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016175
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197734
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390084
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595493
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830338
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081393
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350391
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639222
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104293
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0876
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.39882
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.37818
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.35673
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.3369
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.31869
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.30207
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.28704
Â(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.27359
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.2617
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.25137
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.24259
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.23534
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.22964
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.22546
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.22282
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.22169
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.2221
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19767
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414144
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647292
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863229
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035916
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218597
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412172
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632087
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869348
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123087
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395018
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687122
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13493
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12531
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.47452
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.9913
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.86385
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.88896
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.11029
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.58988
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.41902
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.73776
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.77256
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200835
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417559
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651014
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882367
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056114
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239937
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444811
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669369
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909124
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165607
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440575
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736063
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164919
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16228
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.55291
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.00363
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.87824
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.90598
¹(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.13073
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.61487
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.45027
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.77795
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.82612
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205384
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42098
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654686
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901954
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076752
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267669
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480515
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707393
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949688
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208994
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48707
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786036
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194257
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19844
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.63409
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.01598
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.89266
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.92304
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.15121
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.63992
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.4816
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.81826
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.87989
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211249
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426665
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658618
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911115
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099837
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301857
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516876
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746156
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991062
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253248
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534513
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837025
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222938
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23381
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.71814
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.02834
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.9071
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.94012
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.17173
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.66503
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.51301
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.85869
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.93385
À(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217098
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432988
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665404
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916348
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132659
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336722
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553943
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785654
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033237
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298374
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582946
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889082
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250902
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26835
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.80516
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.04072
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.92155
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.95722
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.19228
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.69018
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.5445
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.89923
