¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.41461
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09401
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36953
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66084
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96932
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27606
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56578
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36446
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629075
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827464
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041278
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272355
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521464
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791819
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100038
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438726
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812567
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685853
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80029
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919133
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042599
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170894
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304305
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45339
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616648
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787086
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965214
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15146
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34639
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55057
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75324
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99373
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26262
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54679
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84748
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15923
Ê(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44154
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73926
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5719
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621976
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819822
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033033
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262967
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510805
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783391
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090797
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428547
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801304
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724596
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840193
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960199
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084952
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214562
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350953
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509327
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67465
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847295
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02772
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21644
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41401
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61798
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89796
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16059
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43799
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7313
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04189
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32329
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61341
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91953
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614888
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812192
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0248
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25317
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500177
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77494
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081528
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418342
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790014
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7646
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881391
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00266
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128679
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259666
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406631
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567025
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734455
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909374
¿(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09222
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2835
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47577
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8065
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06321
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33412
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62045
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92342
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21077
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49371
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79206
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9688
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60781
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804576
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016081
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2434
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489581
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766462
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072235
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408111
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778696
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8059
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923903
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04647
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173868
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3082
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463938
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626472
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79613
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97342
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15874
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33997
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52842
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9701
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23494
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51462
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8104
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1036
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37976
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67076
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9777
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600745
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796974
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007073
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233661
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479181
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757966
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06292
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397855
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767353
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176989
Ý(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967777
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091687
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220476
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365256
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523035
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687723
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859748
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03571
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21021
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39245
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61324
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14016
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41355
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70247
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00155
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27124
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55527
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85474
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17086
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.593693
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788887
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998093
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223952
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47138
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749448
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053585
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387578
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75599
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164356
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013087
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138363
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270667
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423969
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583952
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750877
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917296
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08621
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26258
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44682
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04954
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31696
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5994
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89811
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16793
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44537
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73767
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04606
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586654
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780583
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989142
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214277
Ô(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46356
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74091
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044229
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377281
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744603
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151704
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059735
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186498
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329035
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48448
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646664
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803966
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967623
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13844
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31671
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50301
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22456
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50087
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79288
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06945
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34064
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62621
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92727
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23316
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57917
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772308
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980222
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204635
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455725
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732357
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034856
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366965
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7332
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137866
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107897
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238023
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389146
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543264
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695539
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854212
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01969
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19239
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37266
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87873
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40658
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69225
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97563
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24088
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52001
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81417
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09324
Û(331.49, 7.69, 367.61) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.6182
(331.49, 7.69, 367.61) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.5939
(331.49, 7.69, 367.61) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.57333
(331.49, 7.69, 367.61) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.55644
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571496
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764059
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971331
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195026
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447872
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723786
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025463
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356635
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721779
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122643
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59441
(331.49, 7.69, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297758
