¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16873
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956949
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099151
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24926
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407922
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56314
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655456
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752213
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859327
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970984
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087373
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208853
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335645
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468131
Š(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606623
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751552
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903291
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066434
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240904
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387953
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506625
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630032
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758374
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891949
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030995
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175904
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326897
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484421
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456978
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572863
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694615
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822703
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957631
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099829
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249975
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408687
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579143
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676611
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773239
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873738
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978356
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092979
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214661
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341675
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474389
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613151
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758335
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910362
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071729
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246492
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381391
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499898
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623063
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751212
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884542
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023399
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168007
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318785
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476059
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457811
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573705
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695486
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823653
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958602
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100891
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251077
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40982
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580859
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698615
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795972
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897215
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00258
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112314
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22664
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348557
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48154
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620565
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766026
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91841
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078063
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25308
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375994
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494302
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617325
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745273
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87845
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017081
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161533
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312074
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469102
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458887
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574844
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696704
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8249
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959919
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102264
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252536
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411379
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582906
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721457
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819516
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921556
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027746
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138322
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253558
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373657
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498979
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629776
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774673
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927358
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087435
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257961
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371694
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489894
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612757
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740581
ˆ(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873627
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012103
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156363
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306732
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463595
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460258
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576248
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698205
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826457
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961562
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104015
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254375
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413301
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58542
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745131
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843965
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946804
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053853
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165296
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281495
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402596
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528944
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660851
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798657
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942682
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097794
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254898
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368532
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486627
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609429
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737154
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870052
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008439
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152587
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302868
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45956
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461886
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577972
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700018
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828368
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963537
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106109
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256573
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415911
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588336
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769642
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869267
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972957
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080896
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193289
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310421
…(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432573
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560055
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693112
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832154
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977492
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129579
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269799
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374176
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48455
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607282
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734958
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867794
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006104
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150168
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300345
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456958
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46381
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579988
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702115
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830592
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965862
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108523
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259145
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419037
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591602
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774755
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895492
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00003
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108883
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222267
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340437
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463658
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592251
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726511
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86682
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013553
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167046
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302349
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411119
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520497
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634029
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751943
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874478
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005068
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149094
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299225
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455803
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466009
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582305
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70452
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833086
†(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968543
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111317
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262092
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422558
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595317
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778677
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922586
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028053
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137855
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252264
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371468
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495826
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625609
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761137
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902753
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050883
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200667
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331785
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44957
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559932
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674571
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793651
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917375
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046009
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179809
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319045
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463967
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468461
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584881
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707222
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835944
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971519
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114485
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265408
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426415
