¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722484
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0584
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59834
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23739
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57181
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370503
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592375
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831323
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089336
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368747
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672267
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003119
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365092
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762747
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201503
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700564
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25057
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86259
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55415
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36491
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31855
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36963
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60334
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07156
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51848
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25807
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69221
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37227
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594259
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833375
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091546
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37113
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674883
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005961
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368226
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766179
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205335
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70452
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2607
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87397
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56707
‚(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37151
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32657
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37895
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61433
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08477
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44331
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27809
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79442
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37402
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59616
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835386
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093752
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373527
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677466
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0088
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371347
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769599
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2091
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708475
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27085
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8854
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58004
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37801
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33451
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38826
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62538
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09799
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46047
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2975
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51631
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375799
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598041
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837449
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095957
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375937
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680055
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011654
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374456
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773035
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212892
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712321
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28098
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89686
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59301
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38619
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34254
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39761
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63642
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11126
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47834
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18928
ƒ(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15058
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377535
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599937
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839472
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098137
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378302
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682669
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014471
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377552
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776461
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216703
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716118
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28677
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90828
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.606
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40107
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35056
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40696
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64745
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12449
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50629
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97866
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79534
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379306
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601842
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841513
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100344
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380676
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685256
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01734
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380661
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779904
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220487
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719855
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.291
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91976
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61901
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41595
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35857
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4163
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65849
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09525
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58274
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70753
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5605
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381047
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603733
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843545
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102552
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383067
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687868
†(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02014
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383791
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783306
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224289
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723511
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29513
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93122
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63204
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43082
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36656
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42565
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63987
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98437
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66036
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44174
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33109
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382799
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605597
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845592
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104752
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385466
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690478
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023015
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386903
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786747
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228054
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727137
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29918
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94268
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64506
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44575
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37377
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43991
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55453
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87511
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73925
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22561
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08665
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384558
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607478
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847624
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106952
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38785
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693063
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025826
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39003
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79015
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231876
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730676
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30317
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94896
„(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65808
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46065
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3784
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47112
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58939
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7675
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81939
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3111
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84001
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386313
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609394
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849648
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109152
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390238
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695668
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028673
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393108
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793592
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23566
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73416
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30705
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95337
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67113
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47297
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35981
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50245
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62531
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66147
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90078
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3984
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66679
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388083
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611262
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851681
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111341
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392609
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698267
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031513
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396227
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797018
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239429
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737579
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31092
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95774
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68411
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45689
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34134
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53378
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66239
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55704
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98344
‡(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48754
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8083
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389817
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613127
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853703
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113527
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395009
(324.22, 7.19, 396.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700861
