¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.93478
È(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08963
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03332
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29946
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459616
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719963
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975786
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250408
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545939
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884273
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271327
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76947
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41371
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24988
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92313
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.7282
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37201
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24047
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45068
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51889
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78832
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28692
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30128
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62732
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478708
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73919
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996377
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272541
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569763
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922262
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312844
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826568
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4968
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35102
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.46842
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.62218
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4713
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35342
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55325
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66192
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95618
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49533
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.71329
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9685
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.65844
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.987756
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.964816
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.94306
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.922469
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.903026
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.836315
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.819247
´ (416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.803276
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.788391
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.77458
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.761831
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.51929
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.6759
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46811
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67861
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80751
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13699
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71808
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.83763
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.67081
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.53715
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.6756
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.959274
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.915483
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.883502
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.863025
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.843688
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.77749
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.760507
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.744614
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.729798
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.716047
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.732143
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.54447
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67418
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50668
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80604
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96597
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.58831
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.55502
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.51354
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.51278
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.34117
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.45922
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536276
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797826
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.997744
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.956069
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.915913
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.720638
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.70374
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.687923
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.673175
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.659482
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.704887
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.65619
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77784
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53579
ß(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94096
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12622
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51859
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17724
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.36189
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.19034
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.19727
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.36499
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555497
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81775
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080645
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366083
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.683598
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.665697
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.648882
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.633139
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.618456
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.604822
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.807772
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0569
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8829
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56711
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07595
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.28394
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70524
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.40326
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72014
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.26967
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.24228
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.21824
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574739
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837847
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102215
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399391
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.630416
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.612605
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.59587
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.5802
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.565582
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.552004
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.71718
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15088
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98947
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60076
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21322
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44454
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8966
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63565
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05783
(416.67, 13.20, 329.39) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.37037
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594007
ó(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858109
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123938
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432884
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.579025
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.5613
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.544645
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.529046
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.514491
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.521266
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49339
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2461
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09759
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63676
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35277
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60845
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09342
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87327
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3989
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61333
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87852
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145852
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466606
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.529369
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.511729
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.495151
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.479621
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.465128
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.556295
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57894
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34258
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20715
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68246
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49465
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77718
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29426
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11656
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73033
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632596
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899139
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176409
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.500022
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.481396
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.463837
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.447334
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.431873
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.41744
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.591646
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66552
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4403
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31828
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73608
í(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64266
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9538
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50787
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51592
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07072
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651897
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919933
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207911
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.453592
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.435053
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.417576
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.401146
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.385749
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.371377
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05501
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75315
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53927
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43099
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79315
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79959
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13869
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72784
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8149
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42038
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671215
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940855
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239561
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.408749
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.390295
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.372895
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.356536
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.341204
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.32689
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13398
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84181
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63951
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55894
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85253
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95935
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32724
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9515
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12138
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77961
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690497
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964984
(416.67, 13.20, 329.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271397
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.365446
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.347074
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.329751
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.313461
(416.67, 13.20, 329.39) (426.17, 13.24, 302.95) (8.74, 11.53, 17.19) Truck 6.298192
