¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.841624
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59326
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.713
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83696
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96532
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09824
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23589
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37852
„(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52629
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6794
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75887
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82925
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90243
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97849
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05751
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13952
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695215
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945551
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211755
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506509
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827573
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178628
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445211
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722408
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019772
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340378
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44381
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2121
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47419
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83316
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24403
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43077
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54543
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66416
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78708
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91436
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04619
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18268
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32409
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47056
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59603
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69694
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77694
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8533
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92879
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00724
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08868
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69072
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940009
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204289
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498374
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818694
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16891
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42991
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706027
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002195
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320681
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69506
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19645
‰(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45776
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77846
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18534
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38582
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49957
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61734
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73929
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86553
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99627
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13167
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26558
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38436
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50732
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62564
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70478
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78692
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87213
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95942
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0403
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686127
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934472
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197721
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490173
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809772
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157982
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415016
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690042
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985069
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302273
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93441
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18179
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44239
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72506
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12807
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34274
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45565
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57249
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69348
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81876
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94847
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06986
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18309
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30032
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42168
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54731
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63536
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71665
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80099
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88846
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97914
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681467
ˆ(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928882
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191681
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481962
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800776
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14437
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400454
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674458
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968346
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284318
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92139
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16814
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42802
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70209
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07219
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30157
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41359
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52958
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64967
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77402
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88365
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99167
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10347
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21916
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33901
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46303
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56861
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64909
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73256
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81919
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90897
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676726
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923252
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185595
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473623
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79169
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131074
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386249
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659281
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952061
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267223
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90926
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15542
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41468
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68809
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01765
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26221
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37343
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48858
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60692
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70643
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80947
†(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91614
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02656
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14085
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25917
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38168
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50451
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58417
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66689
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75264
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84157
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671893
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917604
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17945
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46526
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782579
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118105
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372404
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644476
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936209
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265507
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89811
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14371
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40237
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67514
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9645
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22463
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33512
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44279
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53778
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63608
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73791
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84329
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95236
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06532
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18218
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30322
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42849
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5219
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60384
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68878
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77688
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667035
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911889
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173307
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456818
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773356
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105468
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358913
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630057
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920764
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264046
‡(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88781
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13295
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39111
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66327
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95061
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18885
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28657
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37719
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47105
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56824
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66885
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77301
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88082
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99242
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10796
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22759
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35142
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46214
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54335
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62753
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71488
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662049
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906193
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167109
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44973
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764117
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093163
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345812
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616037
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915383
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262888
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87847
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12316
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38083
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6525
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93926
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13957
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22432
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31389
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4067
(337.01, 7.10, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50277
