¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(350.73, 8.74, 314.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 22.77428
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720922
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31812
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98783
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62746
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37058
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.255836
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.332816
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.414046
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.499869
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.590668
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.68687
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.788949
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.89744
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.012944
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.136138
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.267794
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.408786
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.560117
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.722935
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339975
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547084
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771799
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016453
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283691
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576859
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899759
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257174
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654834
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099851
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601192
±(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170151
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703074
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31033
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00089
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64208
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39118
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.254317
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.331216
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.41236
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.49809
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.588789
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.684881
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.786842
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.895203
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.010563
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.133603
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.265087
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.40589
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.557009
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.719594
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336035
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542842
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767179
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011419
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278241
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570841
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893168
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249835
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646659
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090685
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59089
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158415
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686504
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30699
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01557
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65853
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41386
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.252933
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.32976
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.410825
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.496471
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.587079
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.683071
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.784923
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.893166
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.008397
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.131295
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.262623
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.403253
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.554181
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.716553
Ò(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332482
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538972
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763014
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006885
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273245
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565357
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887135
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243133
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639216
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082358
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581489
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145906
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671191
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30506
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03191
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67681
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4387
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.251685
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.328447
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.409441
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.495011
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.585536
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.681439
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.783194
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.89133
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.006445
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.129214
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.260401
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.400875
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.551632
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.713812
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.888733
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535491
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759223
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002775
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268759
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560459
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881679
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237171
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632533
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074883
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573023
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133389
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665074
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30448
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03621
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69693
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46564
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.250573
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.327277
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.408209
¯(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.493711
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.584162
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.679984
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.781652
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.889694
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.004705
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.12736
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.258422
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.398757
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.549362
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.71137
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.886101
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532387
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755868
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9991
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264749
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556053
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876882
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231798
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626564
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068197
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56549
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121983
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665812
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30526
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03712
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71897
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49474
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.249597
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.32625
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.407127
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.492569
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.582956
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.678709
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.7803
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.888258
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.003178
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.125734
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.256685
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.3969
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.547369
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.709229
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.883792
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529676
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752925
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995889
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261241
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552215
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872624
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227085
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621366
¶(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062349
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558893
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111701
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667734
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30748
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03963
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74286
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52606
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.248757
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.325366
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.406195
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.491586
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.581917
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.677609
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.779135
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.887022
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.001864
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.124333
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.255191
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.3953
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.545653
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.707385
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.881805
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52734
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750391
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993132
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258213
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548907
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868956
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223072
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616826
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057293
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553198
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106782
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670856
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31101
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04375
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76862
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54825
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.248052
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.324624
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.405413
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.490762
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.581046
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.676688
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.778158
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.885985
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.000762
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.123158
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.253936
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.393959
Í(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.544215
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.705838
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.880137
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.525379
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748241
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990797
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255703
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546129
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865913
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219681
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613093
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05311
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548409
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109989
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67518
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31596
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04942
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79742
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55642
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.247483
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.324024
(350.76, 8.69, 314.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.404782
