¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(323.94, 7.70, 372.33) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 13.32591
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365322
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652983
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962412
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29676
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65602
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04296
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.05395
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.02675
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.00609
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.51221
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74516
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43257
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.41222
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.38338
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.4451
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.41788
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.3988
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192885
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399185
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620747
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855708
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106366
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379845
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676349
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998941
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351134
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737136
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065421
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333174
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618752
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92387
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25431
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61045
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99391
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.88067
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.85389
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.86568
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.4869
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70181
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.06181
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.0301
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.0019
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.9772
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.0199
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.00131
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.98633
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189264
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395308
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616578
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850994
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103719
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376953
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673222
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995538
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347383
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733051
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035954
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301894
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585417
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888303
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21292
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56606
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94617
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.93981
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.9188
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 12.89977
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.46193
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65905
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.21443
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.7471
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.61478
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.71087
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.8242
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.62004
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.60547
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.59443
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185658
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391475
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612439
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848558
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101111
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374126
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670154
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992203
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343763
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729037
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007278
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271422
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553013
§(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853712
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17557
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52283
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89969
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92124
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.0719
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.05266
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.43728
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61688
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26887
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.55112
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.67571
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.26813
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.25412
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.23994
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.22923
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18212
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387662
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608357
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845925
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098542
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371363
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667179
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988944
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340198
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725137
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979397
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241802
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521448
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820095
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1396
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48226
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85446
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77883
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.23067
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.2112
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.41297
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57528
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21585
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.85327
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.29181
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.91636
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.08297
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.8889
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.93254
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178621
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383936
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604342
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841593
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096084
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368677
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664262
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985765
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336739
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707144
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952227
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212937
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490785
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787374
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10467
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44485
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85232
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63778
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.39536
(324.25, 7.56, 372.16) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.37566
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44349
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53427
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.58558
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.5565
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.53071
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.50818
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.48891
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.64958
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.09822
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.1066
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.14135
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175163
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38023
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600365
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837271
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09293
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366079
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66144
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982679
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333344
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682249
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925823
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184936
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460959
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755596
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07071
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41899
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91919
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49821
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30656
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71457
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4109
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49384
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.27446
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.24594
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.22066
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.19859
’(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.17973
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.21363
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.64808
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.66495
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.68736
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171757
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376554
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596426
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833051
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088393
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363559
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658647
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97967
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330081
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658056
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900213
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157717
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432004
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72472
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05185
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47148
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0178
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36009
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27891
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68813
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37878
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.454
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.97529
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.94729
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.92249
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.90086
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.89228
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.98656
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.51583
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.5303
(324.25, 7.56, 372.16) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.54311
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168399
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372935
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592526
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828866
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08385
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359772
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655987
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976748
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326867
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634525
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87532
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131255
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403862
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711503
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10123
—(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52516
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1186
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2234
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24543
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66205
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34711
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41473
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.18884
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.91753
(324.25, 7.56, 372.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.81645
