¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í (381.76, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.096532
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40022
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92348
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41669
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94076
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49851
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89616
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18033
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47582
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78325
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10323
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43647
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.904818
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.055408
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22676
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410957
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609519
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824081
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056652
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309554
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5841
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870459
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200225
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602697
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061512
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58278
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177567
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862553
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61664
¹(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29964
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16149
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19518
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15171
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92637
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7171
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25893
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83614
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12148
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41227
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71472
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02946
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42416
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87115
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.892923
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040506
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210079
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393021
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590181
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803127
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033948
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284836
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558504
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853648
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172962
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573637
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030655
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547724
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137443
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816092
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60536
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3534
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22954
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2785
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91084
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86668
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94734
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59049
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06858
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3549
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65263
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03739
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46188
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90713
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35634
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881193
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027997
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193578
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375264
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571018
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782444
µ(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011448
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260362
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53178
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828857
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147345
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54644
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99999
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512914
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097565
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770011
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55152
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40803
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30124
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3632
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28801
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63101
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88229
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93615
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30346
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67907
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08288
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50604
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94988
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40335
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86085
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.869624
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.015657
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17722
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.357706
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552048
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761907
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98922
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236198
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505359
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799915
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123516
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519421
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969587
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478404
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058062
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724394
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4982
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40823
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37408
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44934
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40477
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37469
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81936
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22347
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73137
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1343
¶(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55653
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99927
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45737
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91362
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39238
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.858174
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003447
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.161015
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.34025
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.533259
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741625
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967204
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212247
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479254
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771283
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099736
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492597
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939379
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444126
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018889
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679154
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44538
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3665
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44807
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5369
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4481
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12584
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75854
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4462
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08118
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61314
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0551
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51826
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97362
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43867
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88343
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846852
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991412
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145617
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.322993
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514659
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721511
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945443
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188561
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45343
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743001
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078359
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465954
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909379
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410157
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980043
´(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634312
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39309
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32494
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51139
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62596
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38502
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9747
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6998
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67652
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3263
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02166
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5806
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02771
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44986
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89143
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35364
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.835702
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.979521
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.132946
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305914
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496254
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701649
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923928
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165157
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427875
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7164
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057073
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439497
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879629
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376431
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941525
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589916
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34135
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28352
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46074
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7165
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32282
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91142
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65589
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91464
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57993
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29235
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0019
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46797
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90665
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36575
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8466
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.824685
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.967782
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120412
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289006
²(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478049
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681977
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902623
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402631
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697369
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036002
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413252
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850128
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34301
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903354
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545895
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2901
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24222
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41031
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80856
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2615
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8492
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26608
(381.75, 10.80, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16099
